cdr_id,region_id,region_name,caller_number,callee_number,call_start,duration_seconds,call_type,bytes_transferred,network_type,rate_per_minute,charge_amount
R05-0000020,5,River-Valley,+1-491-724-5133,+1-210-802-7993,2026-06-01 17:00:14,0,VOICE,,5G,0.08,0.0
R05-0000021,5,River-Valley,+1-214-213-3959,+1-742-950-9323,2026-06-01 07:06:32,3471,VOICE,,3G,0.12,6.94
R05-0000022,5,River-Valley,+1-784-387-6732,,2026-06-01 00:49:11,302,DATA,351536270,4G,0.0,3.52
R05-0000023,5,River-Valley,+1-287-819-4543,+1-753-258-2004,2026-06-01 18:50:52,0,SMS,,4G,0.0,0.05
R05-0000024,5,River-Valley,+1-507-996-0068,,2026-06-01 09:27:32,3166,DATA,428491291,5G,0.0,4.28
R05-0000025,5,River-Valley,+1-960-641-3355,,2026-06-01 11:19:14,6896,DATA,455883183,4G,0.0,4.56
R05-0000026,5,River-Valley,+1-518-980-3613,+1-342-777-2668,2026-06-01 07:19:49,186,VOICE,,3G,0.12,0.37
R05-0000027,5,River-Valley,+1-651-828-5146,+1-736-452-0811,2026-06-01 06:50:44,1530,VOICE,,5G,0.08,2.04
R05-0000028,5,River-Valley,+1-967-915-7922,+1-480-708-1786,2026-06-01 22:21:17,1653,VOICE,,4G,0.1,2.76
R05-0000029,5,River-Valley,+1-233-495-9946,+1-897-494-5996,2026-06-01 12:04:26,0,VOICE,,5G,0.08,0.0
R05-0000030,5,River-Valley,+1-952-346-2546,+1-404-912-2393,2026-06-01 05:22:18,526,VOICE,,5G,0.08,0.7
R05-0000031,5,River-Valley,+1-224-411-8114,,2026-06-01 21:06:35,4403,DATA,60749935,4G,0.0,0.61
R05-0000032,5,River-Valley,+1-368-350-3541,+1-784-552-0692,2026-06-01 02:32:45,0,SMS,,5G,0.0,0.05
R05-0000033,5,River-Valley,+1-533-475-6790,,2026-06-01 03:16:32,894,DATA,254190589,5G,0.0,2.54
R05-0000034,5,River-Valley,+1-464-361-8467,,2026-06-01 00:45:47,4979,DATA,464891769,5G,0.0,4.65
R05-0000035,5,River-Valley,+1-300-848-1157,+1-544-991-1722,2026-06-01 02:56:27,3207,VOICE,,4G,0.1,5.35
R05-0000036,5,River-Valley,+1-553-554-1450,+1-574-267-6144,2026-06-01 19:40:52,0,SMS,,4G,0.0,0.05
R05-0000037,5,River-Valley,+1-481-463-1639,+1-685-965-7660,2026-06-01 05:38:01,2994,VOICE,,4G,0.1,4.99
R05-0000038,5,River-Valley,+1-741-972-3659,+1-756-664-5819,2026-06-01 23:38:49,493,VOICE,,4G,0.1,0.82
R05-0000039,5,River-Valley,+1-483-582-0603,,2026-06-01 04:10:19,6847,DATA,389884760,3G,0.0,3.9
R05-0000040,5,River-Valley,+1-436-954-0504,+1-365-630-7544,2026-06-01 10:18:14,0,SMS,,4G,0.0,0.05
R05-0000041,5,River-Valley,+1-637-829-8988,,2026-06-01 15:02:20,5015,DATA,242014713,5G,0.0,2.42
R05-0000042,5,River-Valley,+1-610-782-4732,+1-729-434-8492,2026-06-01 19:55:35,549,VOICE,,3G,0.12,1.1
R05-0000043,5,River-Valley,+1-374-719-9119,+1-584-457-7297,2026-06-01 20:28:39,673,VOICE,,3G,0.12,1.35
R05-0000044,5,River-Valley,+1-782-631-0627,+1-500-327-8499,2026-06-01 02:47:33,0,SMS,,3G,0.0,0.05
R05-0000045,5,River-Valley,+1-539-970-7588,+1-730-910-2594,2026-06-01 09:06:53,0,SMS,,5G,0.0,0.05
R05-0000046,5,River-Valley,+1-850-573-7952,+1-924-545-1329,2026-06-01 12:23:16,587,VOICE,,4G,0.1,0.98
R05-0000047,5,River-Valley,+1-242-249-4526,+1-792-265-6346,2026-06-01 02:59:25,1263,VOICE,,4G,0.1,2.1
R05-0000048,5,River-Valley,+1-376-991-1012,,2026-06-01 13:45:09,6537,DATA,279830040,3G,0.0,2.8
R05-0000049,5,River-Valley,+1-656-415-8399,+1-658-275-5327,2026-06-01 22:17:48,549,VOICE,,4G,0.1,0.92
R05-0000050,5,River-Valley,+1-952-451-5450,+1-791-415-7648,2026-06-01 04:11:13,1406,VOICE,,4G,0.1,2.34
R05-0000051,5,River-Valley,+1-447-679-8676,,2026-06-01 03:58:33,5308,DATA,107240819,3G,0.0,1.07
R05-0000052,5,River-Valley,+1-462-799-8648,+1-692-259-2632,2026-06-01 22:57:22,0,SMS,,4G,0.0,0.05
R05-0000053,5,River-Valley,+1-492-469-5084,+1-880-386-2193,2026-06-01 06:30:34,0,SMS,,4G,0.0,0.05
R05-0000054,5,River-Valley,+1-432-953-6245,,2026-06-01 02:19:02,2744,DATA,90241054,4G,0.0,0.9
R05-0000055,5,River-Valley,+1-575-951-0897,+1-650-468-7724,2026-06-01 21:41:48,0,SMS,,3G,0.0,0.05
R05-0000056,5,River-Valley,+1-424-712-2359,+1-697-751-3014,2026-06-01 11:15:34,285,VOICE,,5G,0.08,0.38
R05-0000057,5,River-Valley,+1-476-498-9456,+1-696-400-6608,2026-06-01 16:38:32,1321,VOICE,,4G,0.1,2.2
R05-0000058,5,River-Valley,+1-564-958-4828,+1-349-651-5196,2026-06-01 20:24:25,2559,VOICE,,3G,0.12,5.12
R05-0000059,5,River-Valley,+1-246-944-0433,,2026-06-01 11:54:09,306,DATA,211094492,5G,0.0,2.11
R05-0000060,5,River-Valley,+1-838-701-3902,+1-295-290-0187,2026-06-01 03:49:53,0,SMS,,4G,0.0,0.05
R05-0000061,5,River-Valley,+1-852-597-7972,+1-516-344-5721,2026-06-01 06:36:54,509,VOICE,,5G,0.08,0.68
R05-0000062,5,River-Valley,+1-618-307-4847,+1-831-916-2979,2026-06-01 19:34:16,0,SMS,,3G,0.0,0.05
R05-0000063,5,River-Valley,+1-744-202-8938,,2026-06-01 21:38:47,6167,DATA,494060170,4G,0.0,4.94
R05-0000064,5,River-Valley,+1-554-941-2149,+1-906-764-4570,2026-06-01 04:45:16,0,SMS,,5G,0.0,0.05
R05-0000065,5,River-Valley,+1-767-540-4977,+1-221-740-9384,2026-06-01 00:49:23,0,SMS,,4G,0.0,0.05
R05-0000066,5,River-Valley,+1-225-565-8657,+1-486-559-0327,2026-06-01 01:52:10,0,SMS,,4G,0.0,0.05
R05-0000067,5,River-Valley,+1-288-857-5885,,2026-06-01 02:50:46,435,DATA,237356492,5G,0.0,2.37
R05-0000068,5,River-Valley,+1-286-403-6411,+1-537-852-4799,2026-06-01 08:36:47,0,SMS,,5G,0.0,0.05
R05-0000069,5,River-Valley,+1-526-222-0692,+1-609-204-7019,2026-06-01 20:31:32,2330,VOICE,,4G,0.1,3.88
R05-0000070,5,River-Valley,+1-278-429-6302,+1-921-422-7654,2026-06-01 13:53:42,0,SMS,,5G,0.0,0.05
R05-0000071,5,River-Valley,+1-286-236-5098,+1-837-373-0896,2026-06-01 15:30:02,0,SMS,,3G,0.0,0.05
R05-0000072,5,River-Valley,+1-376-762-3758,,2026-06-01 15:51:11,5963,DATA,450344268,4G,0.0,4.5
R05-0000073,5,River-Valley,+1-644-316-2783,+1-343-391-6047,2026-06-01 16:02:51,169,VOICE,,3G,0.12,0.34
R05-0000074,5,River-Valley,+1-857-881-9595,+1-519-767-4565,2026-06-01 02:14:09,0,SMS,,5G,0.0,0.05
R05-0000075,5,River-Valley,+1-907-627-6141,+1-344-756-4250,2026-06-01 05:27:54,0,SMS,,4G,0.0,0.05
R05-0000076,5,River-Valley,+1-415-248-3067,+1-708-260-4842,2026-06-01 22:53:51,0,SMS,,4G,0.0,0.05
R05-0000077,5,River-Valley,+1-656-546-7402,+1-343-709-3950,2026-06-01 15:59:30,0,SMS,,5G,0.0,0.05
R05-0000078,5,River-Valley,+1-201-986-9023,,2026-06-01 10:03:38,6628,DATA,412370664,5G,0.0,4.12
R05-0000079,5,River-Valley,+1-568-581-1032,+1-404-396-6761,2026-06-01 05:18:41,1890,VOICE,,5G,0.08,2.52
R05-0000080,5,River-Valley,+1-590-764-3472,+1-604-988-3880,2026-06-01 05:31:09,2123,VOICE,,5G,0.08,2.83
R05-0000081,5,River-Valley,+1-504-792-4049,+1-774-691-9407,2026-06-01 00:46:05,2649,VOICE,,4G,0.1,4.42
R05-0000082,5,River-Valley,+1-520-883-6018,+1-483-529-6922,2026-06-01 16:28:07,2001,VOICE,,4G,0.1,3.34
R05-0000083,5,River-Valley,+1-634-728-1094,+1-934-980-8299,2026-06-01 10:01:13,2927,VOICE,,4G,0.1,4.88
R05-0000084,5,River-Valley,+1-967-838-4115,,2026-06-01 19:08:36,4365,DATA,421989779,5G,0.0,4.22
R05-0000085,5,River-Valley,+1-723-471-1495,+1-439-596-1554,2026-06-01 06:54:18,0,SMS,,5G,0.0,0.05
R05-0000086,5,River-Valley,+1-404-664-6020,+1-951-277-2727,2026-06-01 12:40:23,2378,VOICE,,4G,0.1,3.96
R05-0000087,5,River-Valley,+1-726-282-8300,,2026-06-01 14:53:21,7172,DATA,53317831,5G,0.0,0.53
R05-0000088,5,River-Valley,+1-504-752-9167,+1-634-551-3438,2026-06-01 17:22:35,0,VOICE,,4G,0.1,0.0
R05-0000089,5,River-Valley,+1-898-666-2167,,2026-06-01 11:35:12,3681,DATA,51455229,4G,0.0,0.51
R05-0000090,5,River-Valley,+1-652-816-0941,+1-939-743-1380,2026-06-01 00:10:36,411,VOICE,,5G,0.08,0.55
R05-0000091,5,River-Valley,+1-524-658-0737,+1-705-417-1863,2026-06-01 03:05:13,2339,VOICE,,5G,0.08,3.12
R05-0000092,5,River-Valley,+1-719-261-9599,+1-836-262-6487,2026-06-01 16:17:05,2202,VOICE,,5G,0.08,2.94
R05-0000093,5,River-Valley,+1-579-442-4965,,2026-06-01 21:45:14,2237,DATA,269747437,5G,0.0,2.7
R05-0000094,5,River-Valley,+1-943-919-6496,+1-429-261-8606,2026-06-01 11:40:44,0,SMS,,4G,0.0,0.05
R05-0000095,5,River-Valley,+1-386-288-4629,+1-457-743-6544,2026-06-01 09:19:15,0,SMS,,4G,0.0,0.05
R05-0000096,5,River-Valley,+1-373-977-9220,+1-208-484-4320,2026-06-01 00:48:22,2937,VOICE,,4G,0.1,4.9
R05-0000097,5,River-Valley,+1-713-533-0544,,2026-06-01 11:32:22,2291,DATA,170291622,5G,0.0,1.7
R05-0000098,5,River-Valley,+1-356-266-3237,+1-225-892-6236,2026-06-01 12:54:46,0,SMS,,4G,0.0,0.05
R05-0000099,5,River-Valley,+1-475-792-2899,+1-902-681-9861,2026-06-01 00:50:43,534,VOICE,,4G,0.1,0.89
R05-0000100,5,River-Valley,+1-650-521-9999,+1-424-776-1956,2026-06-01 22:23:38,0,SMS,,3G,0.0,0.05
R05-0000101,5,River-Valley,+1-881-443-8687,+1-438-712-0617,2026-06-01 00:30:36,0,SMS,,4G,0.0,0.05
R05-0000102,5,River-Valley,+1-217-232-5333,+1-277-677-6188,2026-06-01 19:30:18,0,SMS,,5G,0.0,0.05
R05-0000103,5,River-Valley,+1-642-767-7829,,2026-06-01 15:42:45,3941,DATA,13122882,4G,0.0,0.13
R05-0000104,5,River-Valley,+1-898-531-0660,,2026-06-01 12:46:34,6690,DATA,373190651,4G,0.0,3.73
R05-0000105,5,River-Valley,+1-201-525-9119,+1-322-908-2152,2026-06-01 21:13:48,3001,VOICE,,4G,0.1,5.0
R05-0000106,5,River-Valley,+1-369-427-1027,,2026-06-01 00:27:02,1145,DATA,282634573,3G,0.0,2.83
R05-0000107,5,River-Valley,+1-218-442-1378,+1-834-826-8282,2026-06-01 13:25:15,0,SMS,,4G,0.0,0.05
R05-0000108,5,River-Valley,+1-283-260-5931,+1-972-298-9100,2026-06-01 20:26:02,0,VOICE,,5G,0.08,0.0
R05-0000109,5,River-Valley,+1-954-911-4477,+1-279-670-0235,2026-06-01 15:48:15,2864,VOICE,,4G,0.1,4.77
R05-0000110,5,River-Valley,+1-762-332-7003,+1-543-447-6712,2026-06-01 01:37:22,1313,VOICE,,5G,0.08,1.75
R05-0000111,5,River-Valley,+1-352-249-3474,,2026-06-01 23:29:55,5887,DATA,439474712,4G,0.0,4.39
R05-0000112,5,River-Valley,+1-741-338-1460,+1-764-607-2025,2026-06-01 02:47:12,2999,VOICE,,4G,0.1,5.0
R05-0000113,5,River-Valley,+1-930-241-7773,+1-516-722-2790,2026-06-01 11:24:49,0,SMS,,4G,0.0,0.05
R05-0000114,5,River-Valley,+1-380-370-5426,,2026-06-01 07:33:50,90,DATA,74110321,5G,0.0,0.74
R05-0000115,5,River-Valley,+1-794-540-3503,+1-899-384-9579,2026-06-01 02:54:45,1710,VOICE,,4G,0.1,2.85
R05-0000116,5,River-Valley,+1-605-709-4936,+1-508-856-5869,2026-06-01 13:43:26,834,VOICE,,3G,0.12,1.67
R05-0000117,5,River-Valley,+1-862-247-9454,+1-557-797-1469,2026-06-01 04:31:08,0,SMS,,4G,0.0,0.05
R05-0000118,5,River-Valley,+1-425-588-0131,+1-395-404-1863,2026-06-01 02:03:29,0,SMS,,4G,0.0,0.05
R05-0000119,5,River-Valley,+1-626-866-1983,+1-307-531-2378,2026-06-01 08:50:40,0,SMS,,4G,0.0,0.05
R05-0000120,5,River-Valley,+1-731-745-2986,+1-730-910-5534,2026-06-01 05:24:33,0,SMS,,5G,0.0,0.05
R05-0000121,5,River-Valley,+1-509-724-7938,,2026-06-01 17:52:51,1463,DATA,191622495,4G,0.0,1.92
R05-0000122,5,River-Valley,+1-741-487-7250,,2026-06-01 09:51:43,3680,DATA,357844499,4G,0.0,3.58
R05-0000123,5,River-Valley,+1-836-614-4132,,2026-06-01 11:27:58,2444,DATA,134941606,5G,0.0,1.35
R05-0000124,5,River-Valley,+1-899-694-2029,+1-960-538-7051,2026-06-01 12:26:14,0,SMS,,5G,0.0,0.05
R05-0000125,5,River-Valley,+1-515-275-4881,+1-559-539-0318,2026-06-01 18:08:53,558,VOICE,,4G,0.1,0.93
R05-0000126,5,River-Valley,+1-636-999-2498,+1-231-895-9765,2026-06-01 15:55:22,0,SMS,,3G,0.0,0.05
R05-0000127,5,River-Valley,+1-612-994-9389,+1-777-680-5997,2026-06-01 22:12:05,1360,VOICE,,4G,0.1,2.27
R05-0000128,5,River-Valley,+1-339-672-3200,+1-599-953-7325,2026-06-01 16:02:04,3479,VOICE,,4G,0.1,5.8
R05-0000129,5,River-Valley,+1-540-439-5717,,2026-06-01 08:50:17,6414,DATA,385133929,5G,0.0,3.85
R05-0000130,5,River-Valley,+1-896-888-9223,+1-478-497-3943,2026-06-01 08:02:12,973,VOICE,,5G,0.08,1.3
R05-0000131,5,River-Valley,+1-917-488-4455,+1-308-340-6871,2026-06-01 23:07:51,1083,VOICE,,5G,0.08,1.44
R05-0000132,5,River-Valley,+1-644-334-8429,+1-253-696-3700,2026-06-01 15:38:33,1007,VOICE,,3G,0.12,2.01
R05-0000133,5,River-Valley,+1-449-275-9633,,2026-06-01 03:40:14,7187,DATA,143916553,4G,0.0,1.44
R05-0000134,5,River-Valley,+1-517-533-6500,+1-378-490-0450,2026-06-01 09:20:50,0,SMS,,5G,0.0,0.05
R05-0000135,5,River-Valley,+1-227-705-3554,+1-517-921-3524,2026-06-01 12:02:58,522,VOICE,,4G,0.1,0.87
R05-0000136,5,River-Valley,+1-976-701-3405,+1-433-897-3136,2026-06-01 03:07:37,543,VOICE,,5G,0.08,0.72
R05-0000137,5,River-Valley,+1-349-746-0112,+1-397-866-4453,2026-06-01 17:54:49,0,SMS,,5G,0.0,0.05
R05-0000138,5,River-Valley,+1-407-848-5923,+1-671-332-1065,2026-06-01 06:31:18,0,SMS,,4G,0.0,0.05
R05-0000139,5,River-Valley,+1-599-901-7981,,2026-06-01 00:58:39,5042,DATA,54595362,4G,0.0,0.55
R05-0000140,5,River-Valley,+1-406-544-6734,+1-559-400-0959,2026-06-01 21:29:27,0,SMS,,3G,0.0,0.05
R05-0000141,5,River-Valley,+1-521-262-0216,+1-816-714-5347,2026-06-01 19:10:11,118,VOICE,,5G,0.08,0.16
R05-0000142,5,River-Valley,+1-674-938-0472,+1-976-506-2355,2026-06-01 19:01:00,2636,VOICE,,4G,0.1,4.39
R05-0000143,5,River-Valley,+1-731-238-2732,+1-832-564-8529,2026-06-01 17:46:07,0,SMS,,4G,0.0,0.05
R05-0000144,5,River-Valley,+1-524-798-1659,+1-618-522-7737,2026-06-01 04:39:47,344,VOICE,,5G,0.08,0.46
R05-0000145,5,River-Valley,+1-414-691-9499,+1-920-641-7532,2026-06-01 15:25:42,0,SMS,,4G,0.0,0.05
R05-0000146,5,River-Valley,+1-319-681-1308,+1-736-362-4515,2026-06-01 08:37:57,0,SMS,,5G,0.0,0.05
R05-0000147,5,River-Valley,+1-872-881-4336,+1-525-957-1828,2026-06-01 11:11:55,0,SMS,,4G,0.0,0.05
R05-0000148,5,River-Valley,+1-267-284-5675,,2026-06-01 17:11:02,2209,DATA,316292544,4G,0.0,3.16
R05-0000149,5,River-Valley,+1-677-916-7017,+1-796-359-0343,2026-06-01 22:36:13,0,SMS,,4G,0.0,0.05
R05-0000150,5,River-Valley,+1-912-903-4574,+1-227-520-9571,2026-06-01 07:56:06,0,SMS,,5G,0.0,0.05
R05-0000151,5,River-Valley,+1-259-675-2536,+1-308-276-2489,2026-06-01 08:23:55,1629,VOICE,,5G,0.08,2.17
R05-0000152,5,River-Valley,+1-957-429-3541,+1-592-392-6151,2026-06-01 10:51:29,0,SMS,,3G,0.0,0.05
R05-0000153,5,River-Valley,+1-300-247-3455,+1-557-337-7202,2026-06-01 16:43:28,1239,VOICE,,5G,0.08,1.65
R05-0000154,5,River-Valley,+1-505-939-2526,+1-726-306-7857,2026-06-01 20:22:48,0,SMS,,4G,0.0,0.05
R05-0000155,5,River-Valley,+1-538-514-5564,+1-503-447-6792,2026-06-01 08:14:03,1056,VOICE,,4G,0.1,1.76
R05-0000156,5,River-Valley,+1-410-253-9114,+1-635-756-9510,2026-06-01 01:30:09,163,VOICE,,4G,0.1,0.27
R05-0000157,5,River-Valley,+1-537-306-7847,+1-681-596-2115,2026-06-01 13:29:27,0,SMS,,4G,0.0,0.05
R05-0000158,5,River-Valley,+1-567-405-1512,+1-836-479-0607,2026-06-01 22:36:25,0,SMS,,5G,0.0,0.05
R05-0000159,5,River-Valley,+1-535-336-0368,+1-963-367-9390,2026-06-01 23:29:12,2274,VOICE,,5G,0.08,3.03
R05-0000160,5,River-Valley,+1-372-785-7267,+1-879-937-8822,2026-06-01 09:56:21,2780,VOICE,,5G,0.08,3.71
R05-0000161,5,River-Valley,+1-617-454-7914,+1-338-426-2149,2026-06-01 13:25:10,2654,VOICE,,4G,0.1,4.42
R05-0000162,5,River-Valley,+1-916-549-1725,+1-582-647-6863,2026-06-01 23:52:03,1757,VOICE,,5G,0.08,2.34
R05-0000163,5,River-Valley,+1-246-853-1275,+1-209-773-2490,2026-06-01 09:30:04,0,SMS,,5G,0.0,0.05
R05-0000164,5,River-Valley,+1-306-274-8562,+1-911-621-4916,2026-06-01 03:24:08,0,SMS,,5G,0.0,0.05
R05-0000165,5,River-Valley,+1-398-719-4002,+1-487-742-7656,2026-06-01 02:51:05,1075,VOICE,,4G,0.1,1.79
R05-0000166,5,River-Valley,+1-789-264-8318,+1-935-662-1142,2026-06-01 19:57:04,0,SMS,,4G,0.0,0.05
R05-0000167,5,River-Valley,+1-567-838-8728,+1-261-836-5893,2026-06-01 09:02:45,0,SMS,,4G,0.0,0.05
R05-0000168,5,River-Valley,+1-513-355-1888,+1-680-854-9280,2026-06-01 02:29:33,2787,VOICE,,5G,0.08,3.72
R05-0000169,5,River-Valley,+1-273-431-4016,+1-573-278-8423,2026-06-01 16:20:07,693,VOICE,,4G,0.1,1.16
R05-0000170,5,River-Valley,+1-781-814-0737,,2026-06-01 12:05:52,1474,DATA,247292524,5G,0.0,2.47
R05-0000171,5,River-Valley,+1-711-587-3960,,2026-06-01 04:06:47,3063,DATA,287774424,4G,0.0,2.88
R05-0000172,5,River-Valley,+1-902-623-2102,+1-233-620-1984,2026-06-01 06:27:12,257,VOICE,,4G,0.1,0.43
R05-0000173,5,River-Valley,+1-327-818-9318,+1-381-889-2198,2026-06-01 08:53:19,0,SMS,,5G,0.0,0.05
R05-0000174,5,River-Valley,+1-323-927-9095,+1-728-255-6532,2026-06-01 01:04:33,889,VOICE,,3G,0.12,1.78
R05-0000175,5,River-Valley,+1-521-454-1597,,2026-06-01 21:06:19,246,DATA,342705436,3G,0.0,3.43
R05-0000176,5,River-Valley,+1-290-314-7800,,2026-06-01 18:16:13,3035,DATA,132669535,3G,0.0,1.33
R05-0000177,5,River-Valley,+1-570-472-4249,+1-202-782-3426,2026-06-01 18:26:19,423,VOICE,,4G,0.1,0.71
R05-0000178,5,River-Valley,+1-861-746-4982,+1-307-212-2275,2026-06-01 19:20:05,0,SMS,,4G,0.0,0.05
R05-0000179,5,River-Valley,+1-925-353-7445,+1-752-845-3688,2026-06-01 12:31:48,1409,VOICE,,4G,0.1,2.35
R05-0000180,5,River-Valley,+1-422-583-8481,+1-903-479-2626,2026-06-01 08:40:47,0,VOICE,,5G,0.08,0.0
R05-0000181,5,River-Valley,+1-943-281-1771,+1-670-949-6042,2026-06-01 09:49:35,947,VOICE,,4G,0.1,1.58
R05-0000182,5,River-Valley,+1-222-447-2240,+1-307-652-7879,2026-06-01 04:13:58,0,SMS,,4G,0.0,0.05
R05-0000183,5,River-Valley,+1-214-307-0607,+1-844-319-5066,2026-06-01 13:36:09,2429,VOICE,,4G,0.1,4.05
R05-0000184,5,River-Valley,+1-788-976-0880,+1-311-348-5109,2026-06-01 09:30:21,0,SMS,,4G,0.0,0.05
R05-0000185,5,River-Valley,+1-966-549-3525,+1-680-756-6787,2026-06-01 22:41:21,458,VOICE,,4G,0.1,0.76
R05-0000186,5,River-Valley,+1-656-997-6285,+1-591-299-5995,2026-06-01 06:32:25,2723,VOICE,,4G,0.1,4.54
R05-0000187,5,River-Valley,+1-708-470-5336,+1-524-231-8758,2026-06-01 03:54:52,2988,VOICE,,4G,0.1,4.98
R05-0000188,5,River-Valley,+1-322-213-2123,,2026-06-01 17:46:46,3155,DATA,388334678,5G,0.0,3.88
R05-0000189,5,River-Valley,+1-552-502-7479,+1-920-345-7698,2026-06-01 07:49:37,3110,VOICE,,4G,0.1,5.18
R05-0000190,5,River-Valley,+1-774-655-0967,+1-922-711-4542,2026-06-01 22:35:13,3027,VOICE,,4G,0.1,5.05
R05-0000191,5,River-Valley,+1-975-608-1978,+1-654-730-3739,2026-06-01 07:02:09,0,SMS,,4G,0.0,0.05
R05-0000192,5,River-Valley,+1-485-340-0403,+1-491-645-0174,2026-06-01 19:07:55,0,SMS,,4G,0.0,0.05
R05-0000193,5,River-Valley,+1-636-348-4710,,2026-06-01 02:30:37,5075,DATA,137307015,5G,0.0,1.37
R05-0000194,5,River-Valley,+1-631-401-5039,+1-936-697-4345,2026-06-01 15:02:00,457,VOICE,,5G,0.08,0.61
R05-0000195,5,River-Valley,+1-529-215-4705,,2026-06-01 01:37:08,4487,DATA,326069984,4G,0.0,3.26
R05-0000196,5,River-Valley,+1-509-536-1388,+1-308-572-3490,2026-06-01 06:14:35,0,SMS,,3G,0.0,0.05
R05-0000197,5,River-Valley,+1-767-616-4064,+1-961-968-1022,2026-06-01 06:28:03,0,SMS,,4G,0.0,0.05
R05-0000198,5,River-Valley,+1-431-309-4589,+1-273-226-3847,2026-06-01 17:30:58,2405,VOICE,,4G,0.1,4.01
R05-0000199,5,River-Valley,+1-805-637-9410,+1-344-288-0443,2026-06-01 12:57:29,0,SMS,,4G,0.0,0.05
R05-0000200,5,River-Valley,+1-807-733-6594,+1-273-591-4716,2026-06-01 12:32:35,0,SMS,,4G,0.0,0.05
R05-0000201,5,River-Valley,+1-480-597-0011,+1-522-324-1597,2026-06-01 06:57:39,729,VOICE,,5G,0.08,0.97
R05-0000202,5,River-Valley,+1-678-452-1777,,2026-06-01 00:11:03,3467,DATA,197328714,5G,0.0,1.97
R05-0000203,5,River-Valley,+1-332-525-8859,+1-671-886-4823,2026-06-01 21:05:05,771,VOICE,,3G,0.12,1.54
R05-0000204,5,River-Valley,+1-237-434-3275,+1-549-729-7727,2026-06-01 20:21:09,0,VOICE,,5G,0.08,0.0
R05-0000205,5,River-Valley,+1-769-370-9876,+1-700-849-0661,2026-06-01 22:01:38,677,VOICE,,4G,0.1,1.13
R05-0000206,5,River-Valley,+1-646-303-3657,,2026-06-01 14:00:26,5481,DATA,206199291,4G,0.0,2.06
R05-0000207,5,River-Valley,+1-975-376-7848,+1-585-447-2334,2026-06-01 12:29:20,2254,VOICE,,4G,0.1,3.76
R05-0000208,5,River-Valley,+1-888-454-8544,,2026-06-01 10:42:52,4284,DATA,76775209,4G,0.0,0.77
R05-0000209,5,River-Valley,+1-301-258-1769,+1-964-633-0805,2026-06-01 11:46:55,1000,VOICE,,4G,0.1,1.67
R05-0000210,5,River-Valley,+1-251-869-5861,+1-223-660-1832,2026-06-01 01:16:35,0,SMS,,4G,0.0,0.05
R05-0000211,5,River-Valley,+1-956-715-1742,+1-723-531-7764,2026-06-01 08:27:36,0,SMS,,5G,0.0,0.05
