cdr_id,region_id,region_name,caller_number,callee_number,call_start,duration_seconds,call_type,bytes_transferred,network_type,rate_per_minute,charge_amount
R01-0000198,1,North-Coast,+1-235-475-8638,+1-943-695-6315,2026-06-01 16:16:59,0,SMS,,4G,0.0,0.05
R01-0000199,1,North-Coast,+1-964-853-3729,+1-299-890-0891,2026-06-01 11:17:01,1068,VOICE,,4G,0.1,1.78
R01-0000200,1,North-Coast,+1-406-789-8475,+1-895-991-4395,2026-06-01 20:09:54,3445,VOICE,,4G,0.1,5.74
R01-0000201,1,North-Coast,+1-602-497-9255,+1-771-258-8127,2026-06-01 20:22:45,3370,VOICE,,4G,0.1,5.62
R01-0000202,1,North-Coast,+1-523-209-6872,+1-369-850-8843,2026-06-01 10:04:25,1584,VOICE,,4G,0.1,2.64
R01-0000203,1,North-Coast,+1-522-632-2381,+1-770-745-3091,2026-06-01 11:32:52,0,SMS,,4G,0.0,0.05
R01-0000204,1,North-Coast,+1-719-386-5841,,2026-06-01 00:53:54,1725,DATA,140087208,4G,0.0,1.4
R01-0000205,1,North-Coast,+1-877-453-1829,,2026-06-01 21:02:31,3949,DATA,62086717,5G,0.0,0.62
R01-0000206,1,North-Coast,+1-614-820-3849,+1-331-221-4704,2026-06-01 01:25:10,249,VOICE,,4G,0.1,0.42
R01-0000207,1,North-Coast,+1-605-384-1103,+1-975-248-6536,2026-06-01 09:00:42,2040,VOICE,,4G,0.1,3.4
R01-0000208,1,North-Coast,+1-366-449-9864,+1-208-926-2642,2026-06-01 04:42:37,238,VOICE,,5G,0.08,0.32
R01-0000209,1,North-Coast,+1-754-998-8779,+1-948-485-6874,2026-06-01 03:45:53,1095,VOICE,,3G,0.12,2.19
R01-0000210,1,North-Coast,+1-589-621-9139,+1-302-326-1792,2026-06-01 03:15:36,279,VOICE,,4G,0.1,0.47
