cdr_id,region_id,region_name,caller_number,callee_number,call_start,duration_seconds,call_type,bytes_transferred,network_type,rate_per_minute,charge_amount
R03-0000119,3,Lakeside,+1-926-827-5269,,2026-06-01 09:51:40,4352,DATA,93915428,5G,0.0,0.94
R03-0000120,3,Lakeside,+1-621-645-2902,+1-957-495-6349,2026-06-01 20:47:46,236,VOICE,,4G,0.1,0.39
R03-0000121,3,Lakeside,+1-520-732-8312,,2026-06-01 14:49:23,4971,DATA,361393679,4G,0.0,3.61
R03-0000122,3,Lakeside,+1-407-663-1364,,2026-06-01 13:12:02,393,DATA,92402899,3G,0.0,0.92
R03-0000123,3,Lakeside,+1-302-549-3346,+1-406-224-8421,2026-06-01 02:55:43,1077,VOICE,,4G,0.1,1.79
R03-0000124,3,Lakeside,+1-368-561-3027,+1-425-440-1571,2026-06-01 23:13:32,622,VOICE,,5G,0.08,0.83
R03-0000125,3,Lakeside,+1-270-540-2247,+1-319-541-7849,2026-06-01 05:41:09,0,SMS,,5G,0.0,0.05
R03-0000126,3,Lakeside,+1-724-899-5056,+1-791-858-5160,2026-06-01 01:39:39,1263,VOICE,,4G,0.1,2.1
R03-0000127,3,Lakeside,+1-247-694-3720,+1-609-753-2993,2026-06-01 03:03:43,783,VOICE,,4G,0.1,1.31
R03-0000128,3,Lakeside,+1-800-239-7336,+1-909-605-7803,2026-06-01 09:14:59,0,SMS,,4G,0.0,0.05
R03-0000129,3,Lakeside,+1-645-815-9704,+1-481-424-6011,2026-06-01 05:39:39,3054,VOICE,,4G,0.1,5.09
R03-0000130,3,Lakeside,+1-846-827-7369,+1-891-548-8259,2026-06-01 06:58:47,0,SMS,,5G,0.0,0.05
R03-0000131,3,Lakeside,+1-278-818-6920,+1-413-772-5705,2026-06-01 09:23:01,0,SMS,,5G,0.0,0.05
R03-0000132,3,Lakeside,+1-610-334-4103,,2026-06-01 02:05:12,3410,DATA,139449498,4G,0.0,1.39
R03-0000133,3,Lakeside,+1-937-233-9819,+1-525-325-4540,2026-06-01 13:49:15,2265,VOICE,,4G,0.1,3.78
R03-0000134,3,Lakeside,+1-703-365-0705,+1-548-602-6112,2026-06-01 23:16:13,2704,VOICE,,4G,0.1,4.51
R03-0000135,3,Lakeside,+1-930-845-7765,+1-603-594-0281,2026-06-01 03:08:20,0,SMS,,5G,0.0,0.05
R03-0000136,3,Lakeside,+1-760-609-9113,+1-764-726-7566,2026-06-01 04:40:42,0,SMS,,5G,0.0,0.05
R03-0000137,3,Lakeside,+1-711-512-6246,+1-458-266-7014,2026-06-01 00:39:51,0,SMS,,4G,0.0,0.05
R03-0000138,3,Lakeside,+1-338-909-6111,+1-513-213-3789,2026-06-01 13:08:09,1290,VOICE,,4G,0.1,2.15
R03-0000139,3,Lakeside,+1-944-268-5665,+1-239-305-1621,2026-06-01 21:17:24,0,SMS,,4G,0.0,0.05
R03-0000140,3,Lakeside,+1-638-555-9547,+1-839-463-8615,2026-06-01 18:33:31,3300,VOICE,,4G,0.1,5.5
R03-0000141,3,Lakeside,+1-757-854-3125,+1-334-432-8261,2026-06-01 17:52:42,0,SMS,,4G,0.0,0.05
R03-0000142,3,Lakeside,+1-814-747-4670,,2026-06-01 20:06:45,5670,DATA,36923868,3G,0.0,0.37
R03-0000143,3,Lakeside,+1-214-943-9955,,2026-06-01 19:47:16,3450,DATA,436992307,4G,0.0,4.37
R03-0000144,3,Lakeside,+1-644-844-6146,+1-479-696-2547,2026-06-01 11:32:59,0,SMS,,5G,0.0,0.05
R03-0000145,3,Lakeside,+1-671-302-5317,+1-663-442-0586,2026-06-01 09:54:47,0,SMS,,4G,0.0,0.05
R03-0000146,3,Lakeside,+1-448-323-6431,,2026-06-01 15:36:51,3757,DATA,302671997,3G,0.0,3.03
R03-0000147,3,Lakeside,+1-941-325-8638,+1-477-993-4834,2026-06-01 17:21:09,2708,VOICE,,3G,0.12,5.42
R03-0000148,3,Lakeside,+1-577-677-4874,+1-821-680-6988,2026-06-01 16:41:01,739,VOICE,,4G,0.1,1.23
R03-0000149,3,Lakeside,+1-321-984-1284,+1-367-659-0113,2026-06-01 20:29:49,754,VOICE,,5G,0.08,1.01
R03-0000150,3,Lakeside,+1-309-413-9934,,2026-06-01 18:45:39,4616,DATA,385970011,3G,0.0,3.86
R03-0000151,3,Lakeside,+1-557-407-7384,+1-336-784-3526,2026-06-01 05:14:01,2042,VOICE,,3G,0.12,4.08
R03-0000152,3,Lakeside,+1-288-400-6402,,2026-06-01 22:40:42,5227,DATA,426378738,5G,0.0,4.26
R03-0000153,3,Lakeside,+1-274-337-3581,+1-423-291-1354,2026-06-01 09:57:04,1607,VOICE,,4G,0.1,2.68
R03-0000154,3,Lakeside,+1-759-724-1412,+1-345-787-3112,2026-06-01 03:59:34,1819,VOICE,,5G,0.08,2.43
R03-0000155,3,Lakeside,+1-611-518-2247,+1-260-629-7415,2026-06-01 11:14:18,1162,VOICE,,5G,0.08,1.55
R03-0000156,3,Lakeside,+1-454-474-6594,+1-522-657-3719,2026-06-01 05:03:40,0,SMS,,4G,0.0,0.05
R03-0000157,3,Lakeside,+1-528-458-8428,+1-737-324-7217,2026-06-01 15:06:19,2920,VOICE,,4G,0.1,4.87
R03-0000158,3,Lakeside,+1-984-595-5884,+1-307-592-0072,2026-06-01 06:45:47,1417,VOICE,,5G,0.08,1.89
R03-0000159,3,Lakeside,+1-813-381-1797,+1-316-479-4392,2026-06-01 15:29:54,707,VOICE,,5G,0.08,0.94
R03-0000160,3,Lakeside,+1-665-393-9588,+1-613-441-9229,2026-06-01 19:57:07,3528,VOICE,,4G,0.1,5.88
R03-0000161,3,Lakeside,+1-492-361-5052,+1-438-323-1406,2026-06-01 01:29:59,3216,VOICE,,3G,0.12,6.43
R03-0000162,3,Lakeside,+1-213-538-9052,+1-927-477-0717,2026-06-01 06:41:36,2946,VOICE,,3G,0.12,5.89
R03-0000163,3,Lakeside,+1-938-333-7470,+1-955-415-3429,2026-06-01 22:05:50,0,SMS,,5G,0.0,0.05
R03-0000164,3,Lakeside,+1-978-611-3070,+1-867-769-8196,2026-06-01 13:10:52,804,VOICE,,5G,0.08,1.07
R03-0000165,3,Lakeside,+1-617-418-6499,+1-619-388-9044,2026-06-01 12:07:48,0,SMS,,3G,0.0,0.05
R03-0000166,3,Lakeside,+1-334-496-6591,+1-741-466-1138,2026-06-01 14:33:12,292,VOICE,,4G,0.1,0.49
R03-0000167,3,Lakeside,+1-656-653-7546,+1-958-921-4419,2026-06-01 18:17:48,0,SMS,,4G,0.0,0.05
R03-0000168,3,Lakeside,+1-399-817-0595,+1-531-403-7795,2026-06-01 00:31:08,0,SMS,,5G,0.0,0.05
R03-0000169,3,Lakeside,+1-523-769-9676,+1-253-358-7213,2026-06-01 22:40:37,2862,VOICE,,4G,0.1,4.77
R03-0000170,3,Lakeside,+1-400-733-8148,+1-403-842-7999,2026-06-01 23:07:35,30,VOICE,,5G,0.08,0.04
R03-0000171,3,Lakeside,+1-650-452-3763,+1-621-542-6758,2026-06-01 22:30:38,0,SMS,,4G,0.0,0.05
R03-0000172,3,Lakeside,+1-355-410-6493,+1-371-513-7323,2026-06-01 19:59:54,1099,VOICE,,4G,0.1,1.83
R03-0000173,3,Lakeside,+1-639-827-7590,+1-889-569-7561,2026-06-01 10:59:53,0,SMS,,5G,0.0,0.05
R03-0000174,3,Lakeside,+1-509-678-7978,+1-478-762-1338,2026-06-01 13:58:46,0,SMS,,5G,0.0,0.05
R03-0000175,3,Lakeside,+1-934-422-5580,+1-594-253-9595,2026-06-01 06:49:14,1563,VOICE,,5G,0.08,2.08
R03-0000176,3,Lakeside,+1-438-383-8323,+1-374-547-4359,2026-06-01 17:50:51,0,SMS,,5G,0.0,0.05
R03-0000177,3,Lakeside,+1-966-429-2938,+1-885-869-6026,2026-06-01 10:55:04,0,SMS,,4G,0.0,0.05
R03-0000178,3,Lakeside,+1-848-217-3864,,2026-06-01 20:44:00,5421,DATA,214170603,3G,0.0,2.14
R03-0000179,3,Lakeside,+1-528-748-8628,+1-336-349-9015,2026-06-01 14:00:39,2437,VOICE,,4G,0.1,4.06
R03-0000180,3,Lakeside,+1-400-505-8850,,2026-06-01 03:31:18,2991,DATA,469602058,4G,0.0,4.7
R03-0000181,3,Lakeside,+1-796-519-8038,+1-983-685-9196,2026-06-01 09:18:52,2424,VOICE,,5G,0.08,3.23
R03-0000182,3,Lakeside,+1-577-866-3451,+1-919-373-0563,2026-06-01 23:57:11,0,SMS,,5G,0.0,0.05
R03-0000183,3,Lakeside,+1-574-733-7212,,2026-06-01 22:32:08,6902,DATA,320416157,4G,0.0,3.2
R03-0000184,3,Lakeside,+1-806-806-4969,+1-675-484-7520,2026-06-01 20:43:32,3052,VOICE,,3G,0.12,6.1
R03-0000185,3,Lakeside,+1-590-915-9364,+1-244-920-1082,2026-06-01 14:58:38,570,VOICE,,4G,0.1,0.95
R03-0000186,3,Lakeside,+1-594-480-5212,+1-321-558-3440,2026-06-01 04:07:54,1278,VOICE,,4G,0.1,2.13
R03-0000187,3,Lakeside,+1-405-684-8736,,2026-06-01 12:53:45,650,DATA,239632716,4G,0.0,2.4
R03-0000188,3,Lakeside,+1-612-340-4631,+1-379-784-6215,2026-06-01 19:24:05,0,SMS,,3G,0.0,0.05
R03-0000189,3,Lakeside,+1-381-520-0700,+1-918-408-5613,2026-06-01 21:38:51,0,SMS,,4G,0.0,0.05
R03-0000190,3,Lakeside,+1-518-609-6370,+1-489-316-9449,2026-06-01 22:30:20,0,SMS,,4G,0.0,0.05
R03-0000191,3,Lakeside,+1-523-756-9866,+1-970-925-3022,2026-06-01 13:52:48,1390,VOICE,,4G,0.1,2.32
R03-0000192,3,Lakeside,+1-311-402-4926,+1-606-315-2737,2026-06-01 23:12:31,2112,VOICE,,4G,0.1,3.52
R03-0000193,3,Lakeside,+1-361-313-4831,+1-622-677-3193,2026-06-01 22:56:25,0,SMS,,5G,0.0,0.05
R03-0000194,3,Lakeside,+1-641-918-0000,+1-359-884-0722,2026-06-01 18:42:50,1135,VOICE,,3G,0.12,2.27
R03-0000195,3,Lakeside,+1-531-247-5690,+1-717-962-2104,2026-06-01 10:38:40,74,VOICE,,4G,0.1,0.12
R03-0000196,3,Lakeside,+1-371-351-0471,,2026-06-01 13:59:11,531,DATA,417201373,5G,0.0,4.17
R03-0000197,3,Lakeside,+1-293-382-6249,+1-588-781-0388,2026-06-01 23:08:47,0,SMS,,4G,0.0,0.05
R03-0000198,3,Lakeside,+1-612-375-3810,,2026-06-01 09:07:29,2404,DATA,121816390,5G,0.0,1.22
R03-0000199,3,Lakeside,+1-339-834-7330,+1-203-930-6010,2026-06-01 12:31:24,1093,VOICE,,4G,0.1,1.82
R03-0000200,3,Lakeside,+1-647-276-0222,+1-483-934-9104,2026-06-01 16:13:41,0,SMS,,4G,0.0,0.05
R03-0000201,3,Lakeside,+1-476-550-8012,+1-419-657-9077,2026-06-01 05:29:22,2715,VOICE,,3G,0.12,5.43
R03-0000202,3,Lakeside,+1-952-280-7700,+1-321-480-1696,2026-06-01 03:48:24,0,SMS,,4G,0.0,0.05
R03-0000203,3,Lakeside,+1-614-312-7078,+1-251-324-1176,2026-06-01 11:28:07,3214,VOICE,,5G,0.08,4.29
R03-0000204,3,Lakeside,+1-943-662-2322,+1-468-408-7920,2026-06-01 17:08:48,0,SMS,,4G,0.0,0.05
R03-0000205,3,Lakeside,+1-414-250-5794,+1-428-230-3221,2026-06-01 19:45:48,0,VOICE,,5G,0.08,0.0
R03-0000206,3,Lakeside,+1-841-966-0538,+1-381-317-2702,2026-06-01 20:57:48,0,SMS,,3G,0.0,0.05
R03-0000207,3,Lakeside,+1-632-391-7800,,2026-06-01 01:16:43,4908,DATA,327159579,5G,0.0,3.27
R03-0000208,3,Lakeside,+1-643-385-2251,+1-845-777-3539,2026-06-01 22:07:20,1679,VOICE,,5G,0.08,2.24
R03-0000209,3,Lakeside,+1-681-315-3242,+1-511-278-3374,2026-06-01 15:12:52,0,SMS,,3G,0.0,0.05
R03-0000210,3,Lakeside,+1-499-522-3164,+1-559-493-2928,2026-06-01 19:09:47,1020,VOICE,,5G,0.08,1.36
R03-0000211,3,Lakeside,+1-828-562-1578,+1-626-401-8071,2026-06-01 02:09:35,2879,VOICE,,5G,0.08,3.84
