cdr_id,region_id,region_name,caller_number,callee_number,call_start,duration_seconds,call_type,bytes_transferred,network_type,rate_per_minute,charge_amount
R02-0000044,2,Capital-Metro,+1-881-562-0947,+1-234-294-1064,2026-06-01 10:51:39,0,SMS,,4G,0.0,0.05
R02-0000045,2,Capital-Metro,+1-615-657-7412,,2026-06-01 00:35:15,6911,DATA,290115417,4G,0.0,2.9
R02-0000046,2,Capital-Metro,+1-568-475-7853,+1-585-962-5946,2026-06-01 04:15:02,0,SMS,,5G,0.0,0.05
R02-0000047,2,Capital-Metro,+1-527-238-3185,+1-764-948-2217,2026-06-01 10:34:18,0,SMS,,4G,0.0,0.05
R02-0000048,2,Capital-Metro,+1-811-981-5726,+1-657-731-5008,2026-06-01 19:36:27,937,VOICE,,4G,0.1,1.56
R02-0000049,2,Capital-Metro,+1-486-466-5695,+1-207-689-5987,2026-06-01 18:18:29,2592,VOICE,,5G,0.08,3.46
R02-0000050,2,Capital-Metro,+1-424-397-5812,+1-683-555-5076,2026-06-01 12:57:57,1524,VOICE,,5G,0.08,2.03
R02-0000051,2,Capital-Metro,+1-693-791-4813,+1-842-948-4048,2026-06-01 22:17:58,1817,VOICE,,4G,0.1,3.03
R02-0000052,2,Capital-Metro,+1-353-870-0673,,2026-06-01 12:32:48,3720,DATA,183785546,4G,0.0,1.84
R02-0000053,2,Capital-Metro,+1-449-907-4810,+1-611-698-0813,2026-06-01 20:43:30,2407,VOICE,,4G,0.1,4.01
R02-0000054,2,Capital-Metro,+1-895-477-0227,+1-434-894-0368,2026-06-01 03:45:06,0,SMS,,3G,0.0,0.05
R02-0000055,2,Capital-Metro,+1-963-485-5506,+1-534-893-8773,2026-06-01 20:34:38,591,VOICE,,4G,0.1,0.98
R02-0000056,2,Capital-Metro,+1-921-321-5531,+1-219-836-1540,2026-06-01 04:49:43,2755,VOICE,,5G,0.08,3.67
R02-0000057,2,Capital-Metro,+1-615-453-0864,+1-547-995-5120,2026-06-01 22:10:35,0,SMS,,4G,0.0,0.05
R02-0000058,2,Capital-Metro,+1-372-730-4882,+1-440-938-8850,2026-06-01 14:56:26,0,SMS,,4G,0.0,0.05
R02-0000059,2,Capital-Metro,+1-837-221-0540,+1-418-321-3065,2026-06-01 10:33:07,1370,VOICE,,5G,0.08,1.83
R02-0000060,2,Capital-Metro,+1-370-952-0248,,2026-06-01 17:26:58,4531,DATA,63408837,5G,0.0,0.63
R02-0000061,2,Capital-Metro,+1-295-912-6146,+1-537-800-8098,2026-06-01 00:59:46,1889,VOICE,,4G,0.1,3.15
R02-0000062,2,Capital-Metro,+1-514-869-9896,+1-448-241-5345,2026-06-01 10:36:54,0,SMS,,4G,0.0,0.05
R02-0000063,2,Capital-Metro,+1-200-274-0903,+1-389-436-4374,2026-06-01 04:59:21,0,SMS,,3G,0.0,0.05
R02-0000064,2,Capital-Metro,+1-866-975-4057,,2026-06-01 18:59:28,3405,DATA,308723152,4G,0.0,3.09
R02-0000065,2,Capital-Metro,+1-328-304-9714,+1-321-264-6474,2026-06-01 06:25:08,0,SMS,,5G,0.0,0.05
R02-0000066,2,Capital-Metro,+1-527-400-4641,,2026-06-01 02:54:10,6756,DATA,232647004,4G,0.0,2.33
R02-0000067,2,Capital-Metro,+1-957-542-0767,+1-850-470-5262,2026-06-01 21:54:29,1625,VOICE,,4G,0.1,2.71
R02-0000068,2,Capital-Metro,+1-794-340-9417,,2026-06-01 12:45:05,3377,DATA,346604390,3G,0.0,3.47
R02-0000069,2,Capital-Metro,+1-667-407-3901,+1-628-497-9975,2026-06-01 12:49:04,0,VOICE,,4G,0.1,0.0
R02-0000070,2,Capital-Metro,+1-377-424-7933,,2026-06-01 17:01:59,5201,DATA,266862804,5G,0.0,2.67
R02-0000071,2,Capital-Metro,+1-299-723-3903,+1-414-638-2773,2026-06-01 00:20:45,1209,VOICE,,4G,0.1,2.02
R02-0000072,2,Capital-Metro,+1-555-479-0596,+1-454-241-6179,2026-06-01 12:20:41,3456,VOICE,,5G,0.08,4.61
R02-0000073,2,Capital-Metro,+1-629-960-9257,+1-207-372-6640,2026-06-01 23:38:01,763,VOICE,,4G,0.1,1.27
R02-0000074,2,Capital-Metro,+1-361-444-0624,+1-343-588-6356,2026-06-01 23:54:44,1347,VOICE,,4G,0.1,2.25
R02-0000075,2,Capital-Metro,+1-539-794-5561,+1-642-590-7645,2026-06-01 14:59:37,0,SMS,,4G,0.0,0.05
R02-0000076,2,Capital-Metro,+1-870-733-7061,+1-456-658-6815,2026-06-01 11:02:35,2774,VOICE,,4G,0.1,4.62
R02-0000077,2,Capital-Metro,+1-944-839-3400,+1-212-985-4142,2026-06-01 01:22:13,2916,VOICE,,3G,0.12,5.83
R02-0000078,2,Capital-Metro,+1-323-392-9437,+1-582-272-6291,2026-06-01 22:05:28,216,VOICE,,4G,0.1,0.36
R02-0000079,2,Capital-Metro,+1-970-986-4832,+1-447-577-5460,2026-06-01 17:44:20,2435,VOICE,,5G,0.08,3.25
R02-0000080,2,Capital-Metro,+1-482-203-2787,+1-597-936-6459,2026-06-01 04:09:45,2848,VOICE,,4G,0.1,4.75
R02-0000081,2,Capital-Metro,+1-333-200-0742,+1-763-319-9964,2026-06-01 15:41:04,0,SMS,,5G,0.0,0.05
R02-0000082,2,Capital-Metro,+1-846-863-2642,+1-626-725-0508,2026-06-01 03:36:42,2716,VOICE,,5G,0.08,3.62
R02-0000083,2,Capital-Metro,+1-293-795-6199,+1-538-671-3127,2026-06-01 05:31:43,207,VOICE,,3G,0.12,0.41
R02-0000084,2,Capital-Metro,+1-307-437-8726,+1-233-727-1099,2026-06-01 04:38:45,0,VOICE,,5G,0.08,0.0
R02-0000085,2,Capital-Metro,+1-658-997-1311,+1-876-542-2830,2026-06-01 08:11:29,0,VOICE,,5G,0.08,0.0
R02-0000086,2,Capital-Metro,+1-751-999-5091,+1-984-261-9961,2026-06-01 01:05:55,1735,VOICE,,4G,0.1,2.89
R02-0000087,2,Capital-Metro,+1-298-824-7227,+1-247-879-2003,2026-06-01 05:14:04,1971,VOICE,,4G,0.1,3.29
R02-0000088,2,Capital-Metro,+1-225-854-2486,+1-943-829-3969,2026-06-01 08:13:33,0,SMS,,4G,0.0,0.05
R02-0000089,2,Capital-Metro,+1-905-617-6942,+1-212-202-2762,2026-06-01 11:26:19,0,SMS,,3G,0.0,0.05
R02-0000090,2,Capital-Metro,+1-948-834-7496,+1-616-261-8381,2026-06-01 22:22:55,2923,VOICE,,4G,0.1,4.87
R02-0000091,2,Capital-Metro,+1-653-521-7622,,2026-06-01 01:59:37,1485,DATA,368366459,5G,0.0,3.68
R02-0000092,2,Capital-Metro,+1-588-897-0941,+1-701-891-0200,2026-06-01 13:28:41,3420,VOICE,,5G,0.08,4.56
R02-0000093,2,Capital-Metro,+1-863-527-5688,,2026-06-01 22:12:53,3738,DATA,472848329,4G,0.0,4.73
R02-0000094,2,Capital-Metro,+1-494-549-9426,+1-321-548-9244,2026-06-01 02:39:10,1984,VOICE,,4G,0.1,3.31
R02-0000095,2,Capital-Metro,+1-890-445-1931,+1-574-847-0215,2026-06-01 15:39:20,1843,VOICE,,4G,0.1,3.07
R02-0000096,2,Capital-Metro,+1-871-403-0506,+1-671-903-8275,2026-06-01 18:31:58,0,SMS,,4G,0.0,0.05
R02-0000097,2,Capital-Metro,+1-406-961-1127,+1-266-735-7039,2026-06-01 20:11:59,1634,VOICE,,4G,0.1,2.72
R02-0000098,2,Capital-Metro,+1-941-960-0078,+1-285-975-8327,2026-06-01 16:14:31,110,VOICE,,5G,0.08,0.15
R02-0000099,2,Capital-Metro,+1-830-989-7808,,2026-06-01 10:51:53,5432,DATA,6348702,4G,0.0,0.06
R02-0000100,2,Capital-Metro,+1-716-277-0981,+1-534-322-0237,2026-06-01 02:49:58,0,SMS,,4G,0.0,0.05
R02-0000101,2,Capital-Metro,+1-870-714-2909,,2026-06-01 13:35:21,854,DATA,128787794,4G,0.0,1.29
R02-0000102,2,Capital-Metro,+1-597-267-6407,+1-474-746-3808,2026-06-01 09:37:12,842,VOICE,,5G,0.08,1.12
R02-0000103,2,Capital-Metro,+1-432-905-0804,+1-478-741-8553,2026-06-01 13:47:48,2863,VOICE,,4G,0.1,4.77
R02-0000104,2,Capital-Metro,+1-468-744-2486,+1-946-365-1391,2026-06-01 01:49:49,1762,VOICE,,3G,0.12,3.52
R02-0000105,2,Capital-Metro,+1-531-659-7474,,2026-06-01 15:10:29,2514,DATA,15944765,3G,0.0,0.16
R02-0000106,2,Capital-Metro,+1-451-391-4332,,2026-06-01 09:39:47,343,DATA,192437192,5G,0.0,1.92
R02-0000107,2,Capital-Metro,+1-689-345-1542,+1-444-683-0572,2026-06-01 12:59:08,83,VOICE,,4G,0.1,0.14
R02-0000108,2,Capital-Metro,+1-262-445-4560,+1-410-690-2958,2026-06-01 03:42:44,0,SMS,,3G,0.0,0.05
R02-0000109,2,Capital-Metro,+1-307-855-2533,+1-397-643-2833,2026-06-01 17:57:41,499,VOICE,,3G,0.12,1.0
R02-0000110,2,Capital-Metro,+1-756-871-6929,+1-686-762-0802,2026-06-01 06:18:48,2374,VOICE,,5G,0.08,3.17
R02-0000111,2,Capital-Metro,+1-349-935-7262,+1-908-700-8160,2026-06-01 16:18:01,0,SMS,,3G,0.0,0.05
R02-0000112,2,Capital-Metro,+1-745-551-4602,+1-237-427-6186,2026-06-01 19:12:50,3338,VOICE,,4G,0.1,5.56
R02-0000113,2,Capital-Metro,+1-229-515-4204,+1-365-934-8370,2026-06-01 18:20:55,0,SMS,,5G,0.0,0.05
R02-0000114,2,Capital-Metro,+1-462-665-0406,+1-779-604-8577,2026-06-01 06:00:47,404,VOICE,,4G,0.1,0.67
R02-0000115,2,Capital-Metro,+1-485-498-2993,+1-921-443-4087,2026-06-01 16:44:44,774,VOICE,,3G,0.12,1.55
R02-0000116,2,Capital-Metro,+1-402-733-4906,+1-754-236-8722,2026-06-01 20:23:20,0,SMS,,5G,0.0,0.05
R02-0000117,2,Capital-Metro,+1-222-546-3011,+1-411-597-1226,2026-06-01 10:27:46,0,SMS,,5G,0.0,0.05
R02-0000118,2,Capital-Metro,+1-725-538-3245,+1-672-824-7764,2026-06-01 09:34:51,0,SMS,,4G,0.0,0.05
R02-0000119,2,Capital-Metro,+1-939-832-2200,+1-751-280-8692,2026-06-01 15:31:11,2187,VOICE,,4G,0.1,3.65
R02-0000120,2,Capital-Metro,+1-483-337-9117,+1-394-938-0420,2026-06-01 10:06:16,514,VOICE,,4G,0.1,0.86
R02-0000121,2,Capital-Metro,+1-846-466-4967,+1-628-864-4581,2026-06-01 22:37:51,0,SMS,,4G,0.0,0.05
R02-0000122,2,Capital-Metro,+1-281-366-8977,+1-660-513-6235,2026-06-01 15:21:42,1607,VOICE,,4G,0.1,2.68
R02-0000123,2,Capital-Metro,+1-926-519-9498,+1-299-917-6641,2026-06-01 17:25:43,3165,VOICE,,4G,0.1,5.28
R02-0000124,2,Capital-Metro,+1-770-637-2380,+1-829-531-6429,2026-06-01 06:32:07,206,VOICE,,5G,0.08,0.27
R02-0000125,2,Capital-Metro,+1-394-806-4540,,2026-06-01 03:05:17,3778,DATA,412436543,4G,0.0,4.12
R02-0000126,2,Capital-Metro,+1-339-974-4864,+1-683-963-4911,2026-06-01 02:40:58,2092,VOICE,,3G,0.12,4.18
R02-0000127,2,Capital-Metro,+1-611-409-6685,+1-901-335-7247,2026-06-01 18:55:04,0,SMS,,3G,0.0,0.05
R02-0000128,2,Capital-Metro,+1-925-747-9251,+1-754-470-9763,2026-06-01 20:44:25,3020,VOICE,,4G,0.1,5.03
R02-0000129,2,Capital-Metro,+1-733-540-6568,+1-366-485-2376,2026-06-01 13:54:36,3043,VOICE,,4G,0.1,5.07
R02-0000130,2,Capital-Metro,+1-854-359-4825,+1-356-914-8086,2026-06-01 05:57:25,1518,VOICE,,4G,0.1,2.53
R02-0000131,2,Capital-Metro,+1-580-296-1621,+1-345-597-7545,2026-06-01 13:44:45,0,SMS,,5G,0.0,0.05
R02-0000132,2,Capital-Metro,+1-271-340-6056,,2026-06-01 20:49:02,1455,DATA,2659662,4G,0.0,0.03
R02-0000133,2,Capital-Metro,+1-876-689-7589,+1-702-253-8485,2026-06-01 22:34:19,0,VOICE,,4G,0.1,0.0
R02-0000134,2,Capital-Metro,+1-822-749-7802,+1-907-539-1190,2026-06-01 03:35:55,0,SMS,,4G,0.0,0.05
R02-0000135,2,Capital-Metro,+1-359-565-5774,+1-379-224-3641,2026-06-01 06:29:31,2435,VOICE,,5G,0.08,3.25
R02-0000136,2,Capital-Metro,+1-373-750-7720,+1-754-953-8159,2026-06-01 04:29:20,0,SMS,,5G,0.0,0.05
R02-0000137,2,Capital-Metro,+1-360-602-9656,+1-595-983-2997,2026-06-01 08:13:42,1221,VOICE,,4G,0.1,2.04
R02-0000138,2,Capital-Metro,+1-875-953-9385,+1-703-920-7341,2026-06-01 04:11:17,2751,VOICE,,5G,0.08,3.67
R02-0000139,2,Capital-Metro,+1-504-492-7812,+1-513-917-1604,2026-06-01 19:12:02,737,VOICE,,5G,0.08,0.98
R02-0000140,2,Capital-Metro,+1-798-851-5360,+1-699-756-3024,2026-06-01 00:12:03,0,SMS,,4G,0.0,0.05
R02-0000141,2,Capital-Metro,+1-665-913-4933,,2026-06-01 09:05:29,2001,DATA,85455077,4G,0.0,0.85
R02-0000142,2,Capital-Metro,+1-917-897-2517,,2026-06-01 17:01:12,3627,DATA,168353583,4G,0.0,1.68
R02-0000143,2,Capital-Metro,+1-915-517-2868,,2026-06-01 02:19:15,5312,DATA,9201821,5G,0.0,0.09
R02-0000144,2,Capital-Metro,+1-850-833-2519,+1-913-512-2414,2026-06-01 18:11:50,0,SMS,,4G,0.0,0.05
R02-0000145,2,Capital-Metro,+1-942-553-1131,+1-576-717-2157,2026-06-01 18:18:52,2414,VOICE,,3G,0.12,4.83
R02-0000146,2,Capital-Metro,+1-781-857-3371,+1-460-493-1652,2026-06-01 01:48:19,235,VOICE,,4G,0.1,0.39
R02-0000147,2,Capital-Metro,+1-323-595-3651,+1-379-562-1676,2026-06-01 07:33:42,1201,VOICE,,5G,0.08,1.6
R02-0000148,2,Capital-Metro,+1-600-956-4756,+1-202-704-2077,2026-06-01 18:50:45,0,SMS,,5G,0.0,0.05
R02-0000149,2,Capital-Metro,+1-982-518-7827,+1-520-570-0020,2026-06-01 15:34:35,0,SMS,,4G,0.0,0.05
R02-0000150,2,Capital-Metro,+1-455-206-0263,,2026-06-01 01:36:56,750,DATA,144519773,3G,0.0,1.45
R02-0000151,2,Capital-Metro,+1-531-322-1561,+1-747-372-7194,2026-06-01 02:54:10,2864,VOICE,,3G,0.12,5.73
R02-0000152,2,Capital-Metro,+1-667-828-2420,+1-850-988-8915,2026-06-01 03:01:02,0,SMS,,4G,0.0,0.05
R02-0000153,2,Capital-Metro,+1-627-218-9607,,2026-06-01 18:22:53,3716,DATA,279955803,5G,0.0,2.8
R02-0000154,2,Capital-Metro,+1-727-958-6308,+1-444-473-9843,2026-06-01 10:47:47,3410,VOICE,,5G,0.08,4.55
R02-0000155,2,Capital-Metro,+1-769-753-9270,+1-812-673-0380,2026-06-01 23:03:42,0,SMS,,3G,0.0,0.05
R02-0000156,2,Capital-Metro,+1-207-521-8398,+1-803-665-2504,2026-06-01 01:55:33,2771,VOICE,,4G,0.1,4.62
R02-0000157,2,Capital-Metro,+1-318-564-4013,+1-575-653-8096,2026-06-01 03:21:20,3516,VOICE,,4G,0.1,5.86
R02-0000158,2,Capital-Metro,+1-689-640-4589,,2026-06-01 12:00:55,1820,DATA,37975188,5G,0.0,0.38
R02-0000159,2,Capital-Metro,+1-963-788-1525,+1-212-214-6127,2026-06-01 23:53:54,1457,VOICE,,5G,0.08,1.94
R02-0000160,2,Capital-Metro,+1-911-537-3935,,2026-06-01 00:00:04,3600,DATA,332123917,4G,0.0,3.32
R02-0000161,2,Capital-Metro,+1-217-455-9519,+1-898-687-9493,2026-06-01 16:41:26,722,VOICE,,4G,0.1,1.2
R02-0000162,2,Capital-Metro,+1-683-578-8742,+1-353-854-7963,2026-06-01 19:39:43,0,SMS,,4G,0.0,0.05
R02-0000163,2,Capital-Metro,+1-209-876-8661,+1-425-658-8964,2026-06-01 19:11:38,3132,VOICE,,3G,0.12,6.26
R02-0000164,2,Capital-Metro,+1-759-324-2848,+1-331-282-8591,2026-06-01 08:30:50,0,VOICE,,4G,0.1,0.0
R02-0000165,2,Capital-Metro,+1-332-653-1093,+1-541-274-0823,2026-06-01 09:18:55,0,SMS,,4G,0.0,0.05
R02-0000166,2,Capital-Metro,+1-425-667-2340,+1-736-868-8070,2026-06-01 06:24:33,0,VOICE,,3G,0.12,0.0
R02-0000167,2,Capital-Metro,+1-891-859-6084,+1-776-274-6930,2026-06-01 05:21:05,600,VOICE,,4G,0.1,1.0
R02-0000168,2,Capital-Metro,+1-948-250-2105,+1-590-797-3579,2026-06-01 19:05:44,311,VOICE,,4G,0.1,0.52
R02-0000169,2,Capital-Metro,+1-366-898-9452,+1-411-346-9449,2026-06-01 21:10:36,0,SMS,,4G,0.0,0.05
R02-0000170,2,Capital-Metro,+1-892-574-3307,+1-900-400-5833,2026-06-01 01:05:26,1087,VOICE,,4G,0.1,1.81
R02-0000171,2,Capital-Metro,+1-247-230-1924,+1-801-459-0880,2026-06-01 08:13:09,0,SMS,,3G,0.0,0.05
R02-0000172,2,Capital-Metro,+1-220-510-3039,+1-340-481-8425,2026-06-01 01:09:15,0,SMS,,4G,0.0,0.05
R02-0000173,2,Capital-Metro,+1-635-319-8524,+1-894-222-0337,2026-06-01 05:56:44,215,VOICE,,3G,0.12,0.43
R02-0000174,2,Capital-Metro,+1-490-595-2233,+1-499-236-3682,2026-06-01 20:14:53,2833,VOICE,,3G,0.12,5.67
R02-0000175,2,Capital-Metro,+1-441-920-2072,,2026-06-01 00:10:45,5034,DATA,24261075,5G,0.0,0.24
R02-0000176,2,Capital-Metro,+1-752-239-4632,,2026-06-01 20:48:38,5720,DATA,411129654,5G,0.0,4.11
R02-0000177,2,Capital-Metro,+1-311-440-0627,,2026-06-01 12:40:31,2350,DATA,429850057,4G,0.0,4.3
R02-0000178,2,Capital-Metro,+1-784-504-2893,,2026-06-01 00:17:47,5685,DATA,445710586,4G,0.0,4.46
R02-0000179,2,Capital-Metro,+1-232-494-0250,+1-932-946-9548,2026-06-01 16:27:56,369,VOICE,,4G,0.1,0.62
R02-0000180,2,Capital-Metro,+1-895-881-2467,+1-884-637-2237,2026-06-01 14:30:10,1305,VOICE,,4G,0.1,2.18
R02-0000181,2,Capital-Metro,+1-443-320-6023,+1-779-442-2388,2026-06-01 08:59:06,0,SMS,,4G,0.0,0.05
R02-0000182,2,Capital-Metro,+1-273-931-7897,,2026-06-01 17:50:36,1111,DATA,411942646,5G,0.0,4.12
R02-0000183,2,Capital-Metro,+1-530-913-2521,+1-380-910-8810,2026-06-01 18:30:41,1834,VOICE,,3G,0.12,3.67
R02-0000184,2,Capital-Metro,+1-665-269-8144,+1-387-521-9256,2026-06-01 10:35:30,1850,VOICE,,4G,0.1,3.08
R02-0000185,2,Capital-Metro,+1-590-765-0803,,2026-06-01 18:59:48,6667,DATA,295977191,5G,0.0,2.96
R02-0000186,2,Capital-Metro,+1-974-675-2647,,2026-06-01 10:15:29,768,DATA,236687379,4G,0.0,2.37
R02-0000187,2,Capital-Metro,+1-962-382-4633,+1-268-228-5707,2026-06-01 06:26:37,3298,VOICE,,3G,0.12,6.6
R02-0000188,2,Capital-Metro,+1-882-869-6704,+1-692-207-3986,2026-06-01 21:40:21,0,SMS,,4G,0.0,0.05
R02-0000189,2,Capital-Metro,+1-505-446-3295,+1-657-516-7421,2026-06-01 13:13:31,202,VOICE,,3G,0.12,0.4
R02-0000190,2,Capital-Metro,+1-683-859-3126,+1-258-677-5655,2026-06-01 19:39:58,0,VOICE,,4G,0.1,0.0
R02-0000191,2,Capital-Metro,+1-345-344-0335,,2026-06-01 05:52:29,4173,DATA,230734422,5G,0.0,2.31
R02-0000192,2,Capital-Metro,+1-949-845-9363,+1-816-357-9459,2026-06-01 13:00:49,0,SMS,,3G,0.0,0.05
R02-0000193,2,Capital-Metro,+1-793-202-2677,+1-291-803-6062,2026-06-01 19:24:57,0,SMS,,4G,0.0,0.05
R02-0000194,2,Capital-Metro,+1-323-558-8007,+1-229-652-5759,2026-06-01 00:29:47,3527,VOICE,,5G,0.08,4.7
R02-0000195,2,Capital-Metro,+1-855-909-2187,+1-313-798-4885,2026-06-01 22:25:49,1501,VOICE,,4G,0.1,2.5
R02-0000196,2,Capital-Metro,+1-835-728-6999,+1-788-298-3916,2026-06-01 10:49:31,2094,VOICE,,4G,0.1,3.49
R02-0000197,2,Capital-Metro,+1-721-417-4814,+1-568-328-4798,2026-06-01 01:04:14,0,SMS,,4G,0.0,0.05
R02-0000198,2,Capital-Metro,+1-640-508-8498,+1-943-589-8296,2026-06-01 16:09:30,0,SMS,,5G,0.0,0.05
R02-0000199,2,Capital-Metro,+1-897-408-5900,+1-879-288-2909,2026-06-01 18:45:13,0,SMS,,4G,0.0,0.05
R02-0000200,2,Capital-Metro,+1-733-788-1567,+1-891-264-8270,2026-06-01 02:56:40,733,VOICE,,4G,0.1,1.22
R02-0000201,2,Capital-Metro,+1-954-564-8603,+1-768-776-1185,2026-06-01 11:57:37,2864,VOICE,,4G,0.1,4.77
R02-0000202,2,Capital-Metro,+1-444-403-8945,,2026-06-01 20:15:03,6634,DATA,402234768,5G,0.0,4.02
R02-0000203,2,Capital-Metro,+1-754-977-3327,+1-965-625-6607,2026-06-01 14:08:42,49,VOICE,,4G,0.1,0.08
R02-0000204,2,Capital-Metro,+1-926-313-6458,,2026-06-01 12:42:59,3667,DATA,386609223,4G,0.0,3.87
