cdr_id,region_id,region_name,caller_number,callee_number,call_start,duration_seconds,call_type,bytes_transferred,network_type,rate_per_minute,charge_amount
R08-0000035,8,Pinewood,+1-519-368-2942,+1-879-994-3479,2026-06-01 14:50:24,0,SMS,,5G,0.0,0.05
R08-0000036,8,Pinewood,+1-711-635-8429,+1-617-797-5705,2026-06-01 11:49:57,0,SMS,,4G,0.0,0.05
R08-0000037,8,Pinewood,+1-831-251-0356,+1-982-945-7847,2026-06-01 16:42:20,0,SMS,,4G,0.0,0.05
R08-0000038,8,Pinewood,+1-513-682-5124,+1-466-990-5820,2026-06-01 20:38:11,1883,VOICE,,5G,0.08,2.51
R08-0000039,8,Pinewood,+1-690-887-5204,,2026-06-01 08:19:58,1751,DATA,3696602,5G,0.0,0.04
R08-0000040,8,Pinewood,+1-790-818-4806,+1-234-979-4166,2026-06-01 07:19:19,3371,VOICE,,3G,0.12,6.74
R08-0000041,8,Pinewood,+1-891-666-5674,+1-715-548-1782,2026-06-01 18:36:36,3346,VOICE,,5G,0.08,4.46
R08-0000042,8,Pinewood,+1-507-947-5381,+1-829-886-3823,2026-06-01 09:09:34,0,SMS,,5G,0.0,0.05
R08-0000043,8,Pinewood,+1-578-572-2923,+1-964-222-1059,2026-06-01 22:04:44,0,SMS,,4G,0.0,0.05
R08-0000044,8,Pinewood,+1-697-407-5041,+1-812-231-5249,2026-06-01 20:08:10,2417,VOICE,,4G,0.1,4.03
R08-0000045,8,Pinewood,+1-591-763-6202,,2026-06-01 19:59:50,7069,DATA,439725243,4G,0.0,4.4
R08-0000046,8,Pinewood,+1-724-933-2140,,2026-06-01 00:54:58,6457,DATA,160578603,4G,0.0,1.61
R08-0000047,8,Pinewood,+1-914-897-4902,+1-334-730-9357,2026-06-01 00:30:19,3308,VOICE,,3G,0.12,6.62
R08-0000048,8,Pinewood,+1-688-204-4321,+1-561-492-6884,2026-06-01 03:03:48,2253,VOICE,,4G,0.1,3.75
R08-0000049,8,Pinewood,+1-542-422-6963,+1-695-204-2744,2026-06-01 00:20:39,0,SMS,,5G,0.0,0.05
R08-0000050,8,Pinewood,+1-755-362-0606,+1-565-777-5633,2026-06-01 15:04:18,0,SMS,,3G,0.0,0.05
R08-0000051,8,Pinewood,+1-242-340-5814,+1-222-534-9117,2026-06-01 11:59:26,1894,VOICE,,4G,0.1,3.16
R08-0000052,8,Pinewood,+1-501-527-9712,+1-897-216-2333,2026-06-01 23:34:54,864,VOICE,,3G,0.12,1.73
R08-0000053,8,Pinewood,+1-468-942-0868,+1-567-767-0513,2026-06-01 01:33:38,0,SMS,,3G,0.0,0.05
R08-0000054,8,Pinewood,+1-755-413-5899,+1-876-994-3087,2026-06-01 05:28:08,2448,VOICE,,4G,0.1,4.08
R08-0000055,8,Pinewood,+1-555-241-6479,+1-480-388-9879,2026-06-01 03:13:42,2644,VOICE,,4G,0.1,4.41
R08-0000056,8,Pinewood,+1-607-784-2660,+1-953-296-0606,2026-06-01 07:51:33,1495,VOICE,,3G,0.12,2.99
R08-0000057,8,Pinewood,+1-278-425-0842,,2026-06-01 11:43:52,1192,DATA,27077424,5G,0.0,0.27
R08-0000058,8,Pinewood,+1-282-948-2941,+1-284-991-5777,2026-06-01 12:04:58,1689,VOICE,,4G,0.1,2.81
R08-0000059,8,Pinewood,+1-544-725-8163,+1-570-662-4502,2026-06-01 00:51:03,0,SMS,,3G,0.0,0.05
R08-0000060,8,Pinewood,+1-463-486-6542,+1-989-362-7752,2026-06-01 05:36:38,418,VOICE,,4G,0.1,0.7
R08-0000061,8,Pinewood,+1-930-450-2365,,2026-06-01 05:17:11,5493,DATA,454231362,4G,0.0,4.54
R08-0000062,8,Pinewood,+1-665-287-0482,+1-895-493-0230,2026-06-01 18:38:29,106,VOICE,,3G,0.12,0.21
R08-0000063,8,Pinewood,+1-479-347-0303,+1-941-795-7202,2026-06-01 18:46:26,596,VOICE,,4G,0.1,0.99
R08-0000064,8,Pinewood,+1-261-346-9793,+1-236-440-8736,2026-06-01 22:50:31,2130,VOICE,,5G,0.08,2.84
R08-0000065,8,Pinewood,+1-323-701-6084,+1-749-642-1908,2026-06-01 11:33:14,0,SMS,,3G,0.0,0.05
R08-0000066,8,Pinewood,+1-213-877-0464,+1-446-738-7117,2026-06-01 00:32:49,3254,VOICE,,4G,0.1,5.42
R08-0000067,8,Pinewood,+1-327-402-7416,+1-470-380-6263,2026-06-01 14:07:25,1819,VOICE,,5G,0.08,2.43
R08-0000068,8,Pinewood,+1-438-567-1573,+1-491-808-6767,2026-06-01 13:32:23,0,SMS,,5G,0.0,0.05
R08-0000069,8,Pinewood,+1-308-499-7624,+1-243-408-4148,2026-06-01 23:14:58,605,VOICE,,4G,0.1,1.01
R08-0000070,8,Pinewood,+1-309-205-8023,+1-703-683-5595,2026-06-01 13:17:14,3335,VOICE,,4G,0.1,5.56
R08-0000071,8,Pinewood,+1-411-536-5741,+1-245-966-1523,2026-06-01 13:55:02,830,VOICE,,5G,0.08,1.11
R08-0000072,8,Pinewood,+1-723-367-9678,+1-805-471-5254,2026-06-01 06:54:29,2423,VOICE,,3G,0.12,4.85
R08-0000073,8,Pinewood,+1-607-600-3204,+1-380-683-9335,2026-06-01 09:38:26,0,SMS,,5G,0.0,0.05
R08-0000074,8,Pinewood,+1-581-425-2588,,2026-06-01 17:44:18,329,DATA,30869182,4G,0.0,0.31
R08-0000075,8,Pinewood,+1-611-909-3412,+1-851-494-4445,2026-06-01 05:59:36,1110,VOICE,,3G,0.12,2.22
R08-0000076,8,Pinewood,+1-243-650-6736,,2026-06-01 14:37:53,5614,DATA,216570212,4G,0.0,2.17
R08-0000077,8,Pinewood,+1-507-668-8815,+1-557-938-8603,2026-06-01 10:39:23,1558,VOICE,,5G,0.08,2.08
R08-0000078,8,Pinewood,+1-457-723-8658,+1-941-888-7688,2026-06-01 23:41:46,0,SMS,,4G,0.0,0.05
R08-0000079,8,Pinewood,+1-243-240-8881,+1-429-486-1524,2026-06-01 01:10:06,0,SMS,,4G,0.0,0.05
R08-0000080,8,Pinewood,+1-563-646-7511,+1-845-945-9696,2026-06-01 15:56:55,2427,VOICE,,4G,0.1,4.05
R08-0000081,8,Pinewood,+1-249-241-4628,+1-647-558-0561,2026-06-01 05:38:52,1502,VOICE,,5G,0.08,2.0
R08-0000082,8,Pinewood,+1-450-743-2792,+1-415-238-6362,2026-06-01 19:40:24,1609,VOICE,,3G,0.12,3.22
R08-0000083,8,Pinewood,+1-513-794-0935,,2026-06-01 22:05:40,1777,DATA,397032549,4G,0.0,3.97
R08-0000084,8,Pinewood,+1-613-876-2256,+1-787-592-5974,2026-06-01 19:14:26,0,SMS,,4G,0.0,0.05
R08-0000085,8,Pinewood,+1-356-372-7138,+1-308-372-4308,2026-06-01 23:05:48,0,SMS,,4G,0.0,0.05
R08-0000086,8,Pinewood,+1-510-957-6273,,2026-06-01 06:55:22,3817,DATA,314222004,4G,0.0,3.14
R08-0000087,8,Pinewood,+1-459-689-5534,,2026-06-01 03:04:51,5551,DATA,66679245,3G,0.0,0.67
R08-0000088,8,Pinewood,+1-461-881-4130,+1-245-854-2964,2026-06-01 05:35:03,2491,VOICE,,5G,0.08,3.32
R08-0000089,8,Pinewood,+1-593-205-4265,+1-729-867-7591,2026-06-01 22:01:43,1740,VOICE,,5G,0.08,2.32
R08-0000090,8,Pinewood,+1-270-963-0230,+1-211-907-3174,2026-06-01 22:17:33,2818,VOICE,,5G,0.08,3.76
R08-0000091,8,Pinewood,+1-834-687-8598,+1-957-313-6624,2026-06-01 06:35:09,983,VOICE,,4G,0.1,1.64
R08-0000092,8,Pinewood,+1-845-242-5232,+1-763-551-1668,2026-06-01 01:03:41,2985,VOICE,,3G,0.12,5.97
R08-0000093,8,Pinewood,+1-415-593-7738,,2026-06-01 01:16:33,4842,DATA,342579109,4G,0.0,3.43
R08-0000094,8,Pinewood,+1-564-947-4526,+1-747-296-7026,2026-06-01 08:35:24,3468,VOICE,,4G,0.1,5.78
R08-0000095,8,Pinewood,+1-272-694-4706,+1-830-912-4049,2026-06-01 17:12:01,1374,VOICE,,4G,0.1,2.29
R08-0000096,8,Pinewood,+1-619-269-3540,+1-686-218-9065,2026-06-01 09:24:55,1553,VOICE,,5G,0.08,2.07
R08-0000097,8,Pinewood,+1-346-853-6842,+1-831-373-3046,2026-06-01 22:27:51,0,SMS,,5G,0.0,0.05
R08-0000098,8,Pinewood,+1-388-358-4968,+1-985-626-4810,2026-06-01 05:41:42,0,SMS,,4G,0.0,0.05
R08-0000099,8,Pinewood,+1-271-841-4594,+1-203-368-1353,2026-06-01 03:43:52,2260,VOICE,,4G,0.1,3.77
R08-0000100,8,Pinewood,+1-633-662-4631,+1-241-343-9803,2026-06-01 17:54:41,564,VOICE,,5G,0.08,0.75
R08-0000101,8,Pinewood,+1-896-407-6977,+1-801-434-6575,2026-06-01 14:41:33,0,SMS,,5G,0.0,0.05
R08-0000102,8,Pinewood,+1-802-571-2744,+1-306-753-7776,2026-06-01 09:36:05,842,VOICE,,3G,0.12,1.68
R08-0000103,8,Pinewood,+1-321-878-5725,,2026-06-01 10:00:44,2748,DATA,492799517,3G,0.0,4.93
R08-0000104,8,Pinewood,+1-649-729-7904,+1-810-634-3273,2026-06-01 01:59:07,717,VOICE,,4G,0.1,1.2
R08-0000105,8,Pinewood,+1-730-301-8811,,2026-06-01 10:53:30,438,DATA,327824977,5G,0.0,3.28
R08-0000106,8,Pinewood,+1-225-279-0773,,2026-06-01 04:01:25,3963,DATA,28405581,4G,0.0,0.28
R08-0000107,8,Pinewood,+1-815-603-2004,,2026-06-01 15:32:49,4598,DATA,172534776,4G,0.0,1.73
R08-0000108,8,Pinewood,+1-740-635-8607,+1-949-868-2859,2026-06-01 01:17:15,1547,VOICE,,4G,0.1,2.58
R08-0000109,8,Pinewood,+1-756-724-0195,+1-866-467-9249,2026-06-01 03:03:53,0,SMS,,5G,0.0,0.05
R08-0000110,8,Pinewood,+1-432-646-9059,,2026-06-01 08:00:13,1412,DATA,270161197,3G,0.0,2.7
R08-0000111,8,Pinewood,+1-508-484-9063,+1-866-387-3256,2026-06-01 14:23:32,302,VOICE,,4G,0.1,0.5
R08-0000112,8,Pinewood,+1-986-760-9519,,2026-06-01 01:12:59,6825,DATA,117876749,5G,0.0,1.18
R08-0000113,8,Pinewood,+1-627-647-1905,+1-410-909-6777,2026-06-01 07:04:00,1431,VOICE,,5G,0.08,1.91
R08-0000114,8,Pinewood,+1-687-883-7655,+1-394-243-0762,2026-06-01 05:10:57,1791,VOICE,,4G,0.1,2.99
R08-0000115,8,Pinewood,+1-805-671-0913,+1-768-300-5582,2026-06-01 04:35:11,0,SMS,,4G,0.0,0.05
R08-0000116,8,Pinewood,+1-667-972-0115,,2026-06-01 16:07:11,5087,DATA,159993999,3G,0.0,1.6
R08-0000117,8,Pinewood,+1-628-275-6997,,2026-06-01 23:09:07,5058,DATA,56901340,4G,0.0,0.57
R08-0000118,8,Pinewood,+1-462-960-9556,+1-598-772-1731,2026-06-01 10:22:34,0,SMS,,5G,0.0,0.05
R08-0000119,8,Pinewood,+1-366-587-5500,,2026-06-01 15:38:09,969,DATA,397833722,4G,0.0,3.98
R08-0000120,8,Pinewood,+1-560-226-3660,+1-331-814-5386,2026-06-01 17:44:38,0,SMS,,5G,0.0,0.05
R08-0000121,8,Pinewood,+1-687-530-9564,+1-553-283-9034,2026-06-01 06:19:07,764,VOICE,,4G,0.1,1.27
R08-0000122,8,Pinewood,+1-814-894-2648,+1-687-745-5484,2026-06-01 06:08:11,1212,VOICE,,5G,0.08,1.62
R08-0000123,8,Pinewood,+1-497-470-8898,+1-804-851-6540,2026-06-01 06:10:29,0,SMS,,4G,0.0,0.05
R08-0000124,8,Pinewood,+1-448-588-8406,+1-626-836-0168,2026-06-01 12:58:47,0,SMS,,4G,0.0,0.05
R08-0000125,8,Pinewood,+1-769-453-4356,+1-500-872-8902,2026-06-01 18:42:48,2696,VOICE,,5G,0.08,3.59
R08-0000126,8,Pinewood,+1-560-610-1345,,2026-06-01 12:55:12,538,DATA,382026689,4G,0.0,3.82
R08-0000127,8,Pinewood,+1-425-904-1337,+1-605-642-2840,2026-06-01 21:13:33,1792,VOICE,,5G,0.08,2.39
R08-0000128,8,Pinewood,+1-600-896-4429,+1-565-452-2122,2026-06-01 03:56:11,0,SMS,,5G,0.0,0.05
R08-0000129,8,Pinewood,+1-537-851-4409,+1-921-872-3798,2026-06-01 22:22:33,0,SMS,,4G,0.0,0.05
R08-0000130,8,Pinewood,+1-666-813-4461,+1-709-490-4997,2026-06-01 21:45:21,3160,VOICE,,4G,0.1,5.27
R08-0000131,8,Pinewood,+1-625-815-5985,+1-917-887-2633,2026-06-01 10:09:33,3215,VOICE,,4G,0.1,5.36
R08-0000132,8,Pinewood,+1-239-789-3221,+1-774-284-3164,2026-06-01 20:34:14,1266,VOICE,,5G,0.08,1.69
R08-0000133,8,Pinewood,+1-361-340-8897,+1-345-965-6013,2026-06-01 04:33:31,369,VOICE,,4G,0.1,0.62
R08-0000134,8,Pinewood,+1-554-609-9115,+1-646-308-8368,2026-06-01 04:51:40,0,SMS,,3G,0.0,0.05
R08-0000135,8,Pinewood,+1-700-413-8720,+1-607-555-3240,2026-06-01 15:48:39,0,SMS,,4G,0.0,0.05
R08-0000136,8,Pinewood,+1-908-358-9516,+1-215-845-7987,2026-06-01 08:39:51,672,VOICE,,4G,0.1,1.12
R08-0000137,8,Pinewood,+1-360-567-6530,+1-549-918-4635,2026-06-01 18:13:25,0,SMS,,5G,0.0,0.05
R08-0000138,8,Pinewood,+1-959-283-5588,,2026-06-01 04:39:03,5501,DATA,278443843,4G,0.0,2.78
R08-0000139,8,Pinewood,+1-480-744-4001,+1-868-791-5032,2026-06-01 14:23:01,0,SMS,,4G,0.0,0.05
R08-0000140,8,Pinewood,+1-388-668-4316,+1-654-318-5417,2026-06-01 06:02:47,0,SMS,,5G,0.0,0.05
R08-0000141,8,Pinewood,+1-313-945-6326,+1-216-554-6995,2026-06-01 12:41:35,0,SMS,,4G,0.0,0.05
R08-0000142,8,Pinewood,+1-988-685-8999,+1-260-795-6008,2026-06-01 13:38:44,2890,VOICE,,4G,0.1,4.82
R08-0000143,8,Pinewood,+1-473-235-2726,+1-586-928-1121,2026-06-01 12:43:17,3230,VOICE,,4G,0.1,5.38
R08-0000144,8,Pinewood,+1-242-257-0392,+1-349-450-6784,2026-06-01 04:48:30,816,VOICE,,4G,0.1,1.36
R08-0000145,8,Pinewood,+1-639-966-9642,+1-812-365-2362,2026-06-01 19:35:16,0,SMS,,3G,0.0,0.05
R08-0000146,8,Pinewood,+1-583-841-1616,+1-824-583-7198,2026-06-01 20:40:07,0,SMS,,4G,0.0,0.05
R08-0000147,8,Pinewood,+1-436-367-6307,+1-578-343-2670,2026-06-01 17:15:25,2255,VOICE,,5G,0.08,3.01
R08-0000148,8,Pinewood,+1-639-667-2120,+1-742-714-8431,2026-06-01 06:25:46,1722,VOICE,,4G,0.1,2.87
R08-0000149,8,Pinewood,+1-950-528-4166,,2026-06-01 17:23:14,4735,DATA,359553155,4G,0.0,3.6
R08-0000150,8,Pinewood,+1-371-701-9892,+1-825-389-8862,2026-06-01 01:18:20,952,VOICE,,3G,0.12,1.9
R08-0000151,8,Pinewood,+1-275-837-0772,+1-279-372-0619,2026-06-01 22:41:52,0,SMS,,4G,0.0,0.05
R08-0000152,8,Pinewood,+1-264-215-6970,+1-631-336-8022,2026-06-01 03:19:49,1844,VOICE,,5G,0.08,2.46
R08-0000153,8,Pinewood,+1-685-819-1786,+1-346-878-5093,2026-06-01 11:05:43,0,SMS,,5G,0.0,0.05
R08-0000154,8,Pinewood,+1-533-754-2683,+1-894-734-7082,2026-06-01 16:03:51,2370,VOICE,,4G,0.1,3.95
R08-0000155,8,Pinewood,+1-426-708-5355,,2026-06-01 14:44:05,2405,DATA,47455242,5G,0.0,0.47
R08-0000156,8,Pinewood,+1-304-547-1188,+1-566-963-9655,2026-06-01 13:14:51,226,VOICE,,4G,0.1,0.38
R08-0000157,8,Pinewood,+1-526-822-9240,+1-510-428-5175,2026-06-01 02:47:34,0,SMS,,5G,0.0,0.05
R08-0000158,8,Pinewood,+1-640-873-0557,+1-806-411-7054,2026-06-01 03:33:21,0,SMS,,4G,0.0,0.05
R08-0000159,8,Pinewood,+1-723-985-0896,+1-445-440-9188,2026-06-01 23:25:38,0,SMS,,5G,0.0,0.05
R08-0000160,8,Pinewood,+1-958-276-7171,+1-341-397-0988,2026-06-01 18:11:10,0,SMS,,4G,0.0,0.05
R08-0000161,8,Pinewood,+1-635-968-7958,,2026-06-01 00:43:37,6036,DATA,309092231,4G,0.0,3.09
R08-0000162,8,Pinewood,+1-333-300-2340,+1-249-980-8681,2026-06-01 06:30:51,2700,VOICE,,5G,0.08,3.6
R08-0000163,8,Pinewood,+1-807-608-3708,+1-450-314-4949,2026-06-01 14:30:26,1130,VOICE,,3G,0.12,2.26
R08-0000164,8,Pinewood,+1-598-534-1529,+1-876-582-2366,2026-06-01 20:47:28,0,SMS,,5G,0.0,0.05
R08-0000165,8,Pinewood,+1-389-778-0530,+1-266-569-8101,2026-06-01 00:10:58,2906,VOICE,,5G,0.08,3.87
R08-0000166,8,Pinewood,+1-289-585-2191,,2026-06-01 08:14:01,3195,DATA,352010465,4G,0.0,3.52
R08-0000167,8,Pinewood,+1-439-544-4015,+1-856-801-8780,2026-06-01 16:58:52,3333,VOICE,,4G,0.1,5.55
R08-0000168,8,Pinewood,+1-597-352-7400,+1-932-524-3417,2026-06-01 23:57:25,1590,VOICE,,4G,0.1,2.65
R08-0000169,8,Pinewood,+1-208-565-0963,+1-663-787-9293,2026-06-01 04:08:52,1858,VOICE,,5G,0.08,2.48
R08-0000170,8,Pinewood,+1-412-237-2618,+1-219-752-5368,2026-06-01 21:53:33,42,VOICE,,5G,0.08,0.06
R08-0000171,8,Pinewood,+1-611-224-7202,+1-727-928-3230,2026-06-01 08:18:31,2436,VOICE,,5G,0.08,3.25
R08-0000172,8,Pinewood,+1-689-501-3485,+1-747-671-9008,2026-06-01 06:21:24,0,SMS,,4G,0.0,0.05
R08-0000173,8,Pinewood,+1-307-799-7288,+1-946-648-8801,2026-06-01 22:33:53,0,VOICE,,5G,0.08,0.0
R08-0000174,8,Pinewood,+1-934-449-8906,+1-847-247-4110,2026-06-01 17:09:20,0,SMS,,5G,0.0,0.05
R08-0000175,8,Pinewood,+1-801-262-1335,,2026-06-01 13:12:27,5658,DATA,182455251,5G,0.0,1.82
R08-0000176,8,Pinewood,+1-550-204-0181,+1-451-805-9872,2026-06-01 06:54:28,0,SMS,,5G,0.0,0.05
R08-0000177,8,Pinewood,+1-697-323-6391,+1-788-401-9083,2026-06-01 15:20:59,0,SMS,,4G,0.0,0.05
R08-0000178,8,Pinewood,+1-216-931-9196,+1-367-210-9128,2026-06-01 05:05:24,2184,VOICE,,5G,0.08,2.91
R08-0000179,8,Pinewood,+1-455-446-7351,+1-768-617-6040,2026-06-01 07:15:44,709,VOICE,,4G,0.1,1.18
R08-0000180,8,Pinewood,+1-857-503-1062,,2026-06-01 10:16:48,5186,DATA,3880116,4G,0.0,0.04
R08-0000181,8,Pinewood,+1-422-574-1352,,2026-06-01 21:52:30,4797,DATA,372969662,5G,0.0,3.73
R08-0000182,8,Pinewood,+1-546-483-2995,+1-271-835-3815,2026-06-01 14:27:46,3581,VOICE,,5G,0.08,4.77
R08-0000183,8,Pinewood,+1-912-466-2514,+1-640-988-9844,2026-06-01 17:54:05,3021,VOICE,,4G,0.1,5.04
R08-0000184,8,Pinewood,+1-712-909-5004,,2026-06-01 12:49:32,1614,DATA,437308145,4G,0.0,4.37
R08-0000185,8,Pinewood,+1-417-822-1348,+1-306-679-2240,2026-06-01 15:54:25,0,SMS,,4G,0.0,0.05
R08-0000186,8,Pinewood,+1-936-573-4660,+1-201-696-7220,2026-06-01 05:34:36,0,SMS,,5G,0.0,0.05
R08-0000187,8,Pinewood,+1-798-359-6491,,2026-06-01 20:04:45,463,DATA,448539997,4G,0.0,4.49
R08-0000188,8,Pinewood,+1-358-793-2073,,2026-06-01 18:16:52,4384,DATA,209340806,4G,0.0,2.09
R08-0000189,8,Pinewood,+1-505-668-4488,+1-882-701-2363,2026-06-01 02:13:15,1757,VOICE,,4G,0.1,2.93
R08-0000190,8,Pinewood,+1-212-962-1605,+1-682-674-4043,2026-06-01 08:39:41,0,SMS,,4G,0.0,0.05
R08-0000191,8,Pinewood,+1-207-619-7502,+1-781-365-7786,2026-06-01 03:16:15,0,SMS,,5G,0.0,0.05
R08-0000192,8,Pinewood,+1-597-912-8059,+1-868-591-3172,2026-06-01 08:38:20,1604,VOICE,,5G,0.08,2.14
R08-0000193,8,Pinewood,+1-678-266-1139,+1-251-262-0307,2026-06-01 07:39:26,0,SMS,,4G,0.0,0.05
R08-0000194,8,Pinewood,+1-620-281-3489,,2026-06-01 17:20:33,6196,DATA,452589234,4G,0.0,4.53
R08-0000195,8,Pinewood,+1-792-802-9565,+1-245-590-6771,2026-06-01 14:07:59,0,SMS,,3G,0.0,0.05
R08-0000196,8,Pinewood,+1-293-962-6708,,2026-06-01 22:39:27,3402,DATA,131852098,4G,0.0,1.32
R08-0000197,8,Pinewood,+1-377-766-4779,+1-428-426-1691,2026-06-01 00:55:34,2657,VOICE,,4G,0.1,4.43
R08-0000198,8,Pinewood,+1-377-749-1539,+1-969-823-4120,2026-06-01 15:38:56,0,SMS,,4G,0.0,0.05
R08-0000199,8,Pinewood,+1-781-923-5171,+1-576-281-4150,2026-06-01 15:55:47,0,SMS,,4G,0.0,0.05
R08-0000200,8,Pinewood,+1-869-611-6252,+1-277-301-6041,2026-06-01 02:49:39,601,VOICE,,5G,0.08,0.8
R08-0000201,8,Pinewood,+1-281-776-5611,+1-955-579-3381,2026-06-01 07:46:21,214,VOICE,,4G,0.1,0.36
R08-0000202,8,Pinewood,+1-522-416-0592,+1-412-712-5029,2026-06-01 17:03:40,1849,VOICE,,4G,0.1,3.08
R08-0000203,8,Pinewood,+1-594-398-4543,+1-933-677-8872,2026-06-01 01:12:42,640,VOICE,,4G,0.1,1.07
R08-0000204,8,Pinewood,+1-471-437-6771,+1-830-709-3206,2026-06-01 02:32:16,3317,VOICE,,4G,0.1,5.53
R08-0000205,8,Pinewood,+1-219-462-8938,+1-560-232-6495,2026-06-01 00:58:55,0,SMS,,4G,0.0,0.05
R08-0000206,8,Pinewood,+1-768-448-6719,+1-497-349-3982,2026-06-01 16:52:01,1290,VOICE,,5G,0.08,1.72
R08-0000207,8,Pinewood,+1-718-894-3107,+1-356-820-7157,2026-06-01 13:57:19,1731,VOICE,,5G,0.08,2.31
R08-0000208,8,Pinewood,+1-870-373-7976,,2026-06-01 21:50:55,2597,DATA,58002233,4G,0.0,0.58
R08-0000209,8,Pinewood,+1-442-387-8954,+1-295-252-0300,2026-06-01 15:42:16,0,SMS,,3G,0.0,0.05
R08-0000210,8,Pinewood,+1-369-451-7762,,2026-06-01 11:18:02,4430,DATA,612985,4G,0.0,0.01
